outcome_id,system_id,decision_date,decision_taken,expected_5y_cost_eur,actual_5y_cost_proxy_eur,expected_risk_reduction,observed_risk_reduction,cost_variance_pct,outcome_quality,delay_months,vendor_pressure_outcome,lessons_learned
OUT00002266,SYS0005725,2025-12-05,Exit / Decommission,1339.81,1438.47,45,51.2,7.4,Strong,0,Avoided,Business owner alignment delayed execution.
OUT00002267,SYS0004234,2022-01-24,Exit / Decommission,7071.34,7254.96,45,33.2,2.6,Strong,0,Avoided,Vendor claim was partially valid.
OUT00002268,SYS0006605,2023-01-05,Exit / Decommission,3648.19,3152.98,45,47.4,-13.6,Strong,0,Negotiated,Dependency blast radius drove final sequencing.
OUT00002269,SYS0002129,2023-04-15,Exit / Decommission,10445.41,9218.73,45,32.8,-11.7,Strong,0,Avoided,Integration complexity was underestimated.
OUT00002270,SYS0000233,2024-11-10,Exit / Decommission,1030.54,1254.55,45,46.3,21.7,Good,0,Escalated,Dependency blast radius drove final sequencing.
OUT00002271,SYS0008207,2025-03-27,Exit / Decommission,6492.08,11674.14,45,49.0,79.8,Poor,0,Negotiated,Vendor claim was partially valid.
OUT00002272,SYS0007576,2022-06-04,Exit / Decommission,421.99,435.22,45,49.0,3.1,Strong,0,Avoided,Dependency blast radius drove final sequencing.
OUT00002273,SYS0008667,2022-04-14,Exit / Decommission,11442.04,12561.06,45,39.4,9.8,Strong,0,Escalated,Vendor claim was partially valid.
OUT00002274,SYS0007392,2022-06-28,Exit / Decommission,3746.8,3876.46,45,40.3,3.5,Strong,4,Avoided,Integration complexity was underestimated.
OUT00002275,SYS0006420,2025-10-13,Exit / Decommission,2192.83,2363.98,45,37.6,7.8,Strong,3,Escalated,Dependency blast radius drove final sequencing.
OUT00002276,SYS0006296,2023-05-18,Hybrid Transformation,105760.64,126798.34,34,38.9,19.9,Strong,3,Negotiated,Entitlement evidence improved negotiation position.
OUT00002277,SYS0004431,2023-02-03,Exit / Decommission,3051.73,3462.81,45,34.8,13.5,Strong,0,Negotiated,Vendor claim was partially valid.
OUT00002278,SYS0009301,2025-10-12,Exit / Decommission,24438.36,27102.87,45,46.9,10.9,Strong,0,Reduced,Dependency blast radius drove final sequencing.
OUT00002279,SYS0002040,2024-02-24,Exit / Decommission,592.38,743.08,45,34.9,25.4,Good,4,Accepted,Entitlement evidence improved negotiation position.
OUT00002280,SYS0000152,2023-01-18,Exit / Decommission,3699.28,3692.8,45,35.2,-0.2,Strong,4,Avoided,Dependency blast radius drove final sequencing.
OUT00002281,SYS0009749,2023-07-10,Exit / Decommission,3625.58,2127.4,45,41.3,-41.3,Good,3,Accepted,Business owner alignment delayed execution.
OUT00002282,SYS0004479,2025-12-21,Exit / Decommission,422.8,342.97,45,51.6,-18.9,Strong,0,Delayed,Entitlement evidence improved negotiation position.
OUT00002283,SYS0003657,2023-06-20,Exit / Decommission,1251.69,981.46,45,42.8,-21.6,Strong,6,Reduced,Entitlement evidence improved negotiation position.
OUT00002284,SYS0001662,2022-09-01,Exit / Decommission,3538.63,5190.85,45,57.5,46.7,Mixed,3,Delayed,Dependency blast radius drove final sequencing.
OUT00002285,SYS0011252,2023-10-06,Exit / Decommission,2299.39,2067.15,45,55.5,-10.1,Strong,0,Negotiated,Business owner alignment delayed execution.
OUT00002286,SYS0009504,2022-02-06,Exit / Decommission,16535.69,29063.08,45,38.6,75.8,Mixed,1,Negotiated,Entitlement evidence improved negotiation position.
OUT00002287,SYS0011665,2022-02-02,Exit / Decommission,541.54,541.21,45,31.7,-0.1,Strong,5,Negotiated,Integration complexity was underestimated.
OUT00002288,SYS0006431,2023-10-15,Extend Independent Support,163962.41,162676.21,22,25.7,-0.8,Strong,6,Delayed,Compensating controls reduced upgrade urgency.
OUT00002289,SYS0003024,2025-07-04,Exit / Decommission,15324.48,11145.44,45,70.0,-27.3,Strong,0,Avoided,Dependency blast radius drove final sequencing.
OUT00002290,SYS0009600,2024-11-16,Exit / Decommission,1611.57,1691.56,45,38.1,5.0,Strong,3,Avoided,Entitlement evidence improved negotiation position.
OUT00002291,SYS0008194,2023-10-10,Extend Independent Support,37360.87,32592.37,22,36.8,-12.8,Good,1,Escalated,Business owner alignment delayed execution.
OUT00002292,SYS0005291,2023-04-24,Exit / Decommission,2545.21,3059.27,45,43.2,20.2,Strong,0,Reduced,Vendor claim was partially valid.
OUT00002293,SYS0000562,2023-07-15,Exit / Decommission,2222.07,2224.24,45,37.7,0.1,Strong,0,Delayed,Vendor claim was partially valid.
OUT00002294,SYS0008076,2026-03-09,Exit / Decommission,1476.82,1150.75,45,50.8,-22.1,Good,10,Negotiated,Business owner alignment delayed execution.
OUT00002295,SYS0001560,2023-06-24,Exit / Decommission,3494.06,3114.55,45,46.8,-10.9,Good,0,Accepted,Vendor claim was partially valid.
OUT00002296,SYS0001520,2025-09-09,Exit / Decommission,3866.94,3843.73,45,36.9,-0.6,Strong,0,Negotiated,Dependency blast radius drove final sequencing.
OUT00002297,SYS0002704,2025-03-02,Exit / Decommission,31201.2,26126.78,45,51.5,-16.3,Strong,1,Reduced,Vendor claim was partially valid.
OUT00002298,SYS0002044,2022-10-23,Exit / Decommission,973.55,931.02,45,48.3,-4.4,Strong,9,Accepted,Compensating controls reduced upgrade urgency.
OUT00002299,SYS0010370,2026-05-08,Exit / Decommission,5145.75,5635.78,45,44.2,9.5,Good,0,Negotiated,Compensating controls reduced upgrade urgency.
OUT00002300,SYS0007410,2024-08-08,Exit / Decommission,18180.09,17454.6,45,42.1,-4.0,Strong,0,Negotiated,Business owner alignment delayed execution.
OUT00002301,SYS0001953,2024-12-25,Exit / Decommission,1499.23,1827.81,45,46.9,21.9,Strong,0,Delayed,Integration complexity was underestimated.
OUT00002302,SYS0010993,2024-08-10,Exit / Decommission,1190.28,1046.48,45,34.4,-12.1,Strong,0,Avoided,Vendor claim was partially valid.
OUT00002303,SYS0002521,2024-04-11,Exit / Decommission,7485.83,5867.18,45,45.9,-21.6,Strong,3,Reduced,Compensating controls reduced upgrade urgency.
OUT00002304,SYS0008598,2026-04-22,Exit / Decommission,39565.66,38533.7,45,36.0,-2.6,Strong,9,Delayed,Compensating controls reduced upgrade urgency.
OUT00002305,SYS0004120,2022-08-02,Exit / Decommission,14231.66,14010.94,45,47.8,-1.6,Strong,0,Delayed,Entitlement evidence improved negotiation position.
OUT00002306,SYS0000654,2024-03-24,Exit / Decommission,240.87,270.15,45,45.4,12.2,Strong,0,Negotiated,Vendor claim was partially valid.
OUT00002307,SYS0008708,2025-06-14,Exit / Decommission,1200.42,1038.8,45,35.7,-13.5,Strong,8,Reduced,Entitlement evidence improved negotiation position.
OUT00002308,SYS0001176,2024-01-21,Exit / Decommission,4433.5,4342.43,45,41.2,-2.1,Strong,4,Reduced,Vendor claim was partially valid.
OUT00002309,SYS0000110,2026-03-02,Exit / Decommission,5103.28,5767.05,45,62.8,13.0,Strong,5,Accepted,Vendor claim was partially valid.
OUT00002310,SYS0000952,2025-12-30,Exit / Decommission,17977.12,18923.94,45,58.0,5.3,Strong,5,Negotiated,Compensating controls reduced upgrade urgency.
OUT00002311,SYS0009998,2022-09-12,Exit / Decommission,2338.18,2005.39,45,52.1,-14.2,Strong,0,Accepted,Vendor claim was partially valid.
OUT00002312,SYS0007334,2022-11-06,Exit / Decommission,553.92,580.54,45,41.9,4.8,Strong,0,Negotiated,Entitlement evidence improved negotiation position.
OUT00002313,SYS0004176,2023-02-14,Extend Independent Support,14827.89,12034.64,22,26.9,-18.8,Good,11,Negotiated,Compensating controls reduced upgrade urgency.
OUT00002314,SYS0004747,2025-01-04,Exit / Decommission,8733.59,7894.17,45,49.1,-9.6,Strong,3,Negotiated,Business owner alignment delayed execution.
OUT00002315,SYS0010302,2026-01-06,Exit / Decommission,3132.17,3338.72,45,55.9,6.6,Strong,3,Negotiated,Integration complexity was underestimated.
OUT00002316,SYS0001455,2022-01-28,Exit / Decommission,46886.17,48069.88,45,36.2,2.5,Strong,1,Negotiated,Business owner alignment delayed execution.
OUT00002317,SYS0001683,2022-02-03,Exit / Decommission,1608.58,1252.82,45,52.4,-22.1,Good,1,Avoided,Entitlement evidence improved negotiation position.
OUT00002318,SYS0005673,2022-06-01,Exit / Decommission,1234.8,1468.72,45,41.3,18.9,Good,3,Delayed,Business owner alignment delayed execution.
OUT00002319,SYS0005610,2025-12-28,Exit / Decommission,3939.03,4878.74,45,51.6,23.9,Good,0,Escalated,Vendor claim was partially valid.
OUT00002320,SYS0007739,2022-10-14,Exit / Decommission,3027.41,3494.56,45,36.2,15.4,Strong,4,Avoided,Dependency blast radius drove final sequencing.
OUT00002321,SYS0005261,2026-05-01,Exit / Decommission,10830.24,8165.54,45,48.7,-24.6,Good,0,Reduced,Business owner alignment delayed execution.
OUT00002322,SYS0000042,2023-01-09,Exit / Decommission,14702.55,19777.12,45,32.3,34.5,Good,7,Delayed,Vendor claim was partially valid.
OUT00002323,SYS0005791,2026-06-21,Exit / Decommission,908.13,1073.29,45,34.5,18.2,Strong,3,Escalated,Vendor claim was partially valid.
OUT00002324,SYS0006751,2025-09-04,Exit / Decommission,3203.39,2861.61,45,31.3,-10.7,Strong,4,Negotiated,Compensating controls reduced upgrade urgency.
OUT00002325,SYS0004034,2023-01-22,Exit / Decommission,716.22,628.98,45,47.7,-12.2,Strong,0,Negotiated,Entitlement evidence improved negotiation position.
OUT00002326,SYS0001949,2024-09-21,Exit / Decommission,1241.26,1299.6,45,59.1,4.7,Strong,5,Accepted,Integration complexity was underestimated.
OUT00002327,SYS0000662,2023-06-05,Exit / Decommission,1246.24,1864.7,45,44.1,49.6,Mixed,8,Accepted,Integration complexity was underestimated.
OUT00002328,SYS0008161,2025-08-01,Exit / Decommission,4771.51,5380.38,45,39.8,12.8,Strong,0,Escalated,Integration complexity was underestimated.
OUT00002329,SYS0002948,2022-09-20,Exit / Decommission,325.68,286.18,45,54.0,-12.1,Strong,2,Avoided,Compensating controls reduced upgrade urgency.
OUT00002330,SYS0008728,2022-11-28,Extend Independent Support,30808.28,31683.39,22,11.6,2.8,Good,0,Delayed,Dependency blast radius drove final sequencing.
OUT00002331,SYS0004023,2026-02-27,Exit / Decommission,658.14,667.75,45,32.2,1.5,Strong,2,Escalated,Entitlement evidence improved negotiation position.
OUT00002332,SYS0004205,2022-07-29,Exit / Decommission,1741.93,2043.33,45,44.9,17.3,Strong,0,Escalated,Dependency blast radius drove final sequencing.
OUT00002333,SYS0000826,2022-06-06,Exit / Decommission,11753.94,12066.94,45,35.7,2.7,Strong,6,Delayed,Vendor claim was partially valid.
OUT00002334,SYS0009594,2023-07-03,Hybrid Transformation,31997.83,30519.58,34,42.9,-4.6,Strong,4,Negotiated,Entitlement evidence improved negotiation position.
OUT00002335,SYS0005660,2023-12-19,Exit / Decommission,925.67,770.73,45,44.8,-16.7,Strong,0,Escalated,Entitlement evidence improved negotiation position.
OUT00002336,SYS0011526,2024-02-05,Exit / Decommission,1051.46,907.52,45,32.5,-13.7,Good,10,Delayed,Integration complexity was underestimated.
OUT00002337,SYS0010991,2025-02-02,Exit / Decommission,3591.61,3793.3,45,37.2,5.6,Strong,9,Delayed,Vendor claim was partially valid.
OUT00002338,SYS0007408,2023-08-08,Exit / Decommission,2752.23,3149.21,45,43.3,14.4,Strong,3,Negotiated,Vendor claim was partially valid.
OUT00002339,SYS0001818,2026-02-24,Exit / Decommission,6053.47,6643.57,45,57.3,9.7,Strong,3,Reduced,Entitlement evidence improved negotiation position.
OUT00002340,SYS0006358,2024-02-26,Exit / Decommission,1729.99,1425.47,45,48.9,-17.6,Strong,6,Negotiated,Vendor claim was partially valid.
OUT00002341,SYS0002291,2026-01-29,Exit / Decommission,9899.34,11650.74,45,54.7,17.7,Strong,10,Avoided,Dependency blast radius drove final sequencing.
OUT00002342,SYS0008673,2023-09-17,Exit / Decommission,1374.83,1651.69,45,54.6,20.1,Strong,1,Negotiated,Business owner alignment delayed execution.
OUT00002343,SYS0011171,2024-05-27,Exit / Decommission,38619.06,53337.57,45,55.0,38.1,Good,2,Reduced,Entitlement evidence improved negotiation position.
OUT00002344,SYS0002791,2024-10-31,Exit / Decommission,3088.64,2846.51,45,38.6,-7.8,Strong,0,Negotiated,Business owner alignment delayed execution.
OUT00002345,SYS0002103,2022-07-13,Exit / Decommission,2103.6,1242.74,45,42.0,-40.9,Good,5,Reduced,Entitlement evidence improved negotiation position.
OUT00002346,SYS0003672,2025-10-27,Exit / Decommission,891.56,985.51,45,41.6,10.5,Strong,1,Accepted,Entitlement evidence improved negotiation position.
OUT00002347,SYS0009130,2024-08-27,Exit / Decommission,5517.47,5015.48,45,30.3,-9.1,Strong,6,Avoided,Dependency blast radius drove final sequencing.
OUT00002348,SYS0007855,2024-02-06,Exit / Decommission,2704.61,2471.35,45,46.8,-8.6,Strong,0,Escalated,Integration complexity was underestimated.
OUT00002349,SYS0003975,2025-05-18,Exit / Decommission,1884.27,1440.02,45,49.8,-23.6,Strong,6,Accepted,Integration complexity was underestimated.
OUT00002350,SYS0010972,2023-04-12,Exit / Decommission,11691.5,10539.86,45,43.4,-9.9,Strong,5,Accepted,Business owner alignment delayed execution.
OUT00002351,SYS0011121,2023-08-11,Exit / Decommission,1399.04,1154.28,45,43.1,-17.5,Strong,7,Negotiated,Entitlement evidence improved negotiation position.
OUT00002352,SYS0006027,2026-06-12,Exit / Decommission,1040.11,1138.4,45,46.8,9.5,Strong,2,Delayed,Entitlement evidence improved negotiation position.
OUT00002353,SYS0009133,2022-12-04,Exit / Decommission,6482.55,8707.82,45,36.5,34.3,Good,0,Accepted,Compensating controls reduced upgrade urgency.
OUT00002354,SYS0011335,2026-06-08,Exit / Decommission,3885.29,4127.64,45,39.3,6.2,Strong,6,Negotiated,Integration complexity was underestimated.
OUT00002355,SYS0008822,2024-01-23,Exit / Decommission,7006.76,10380.06,45,43.0,48.1,Good,0,Avoided,Business owner alignment delayed execution.
OUT00002356,SYS0009248,2026-06-08,Exit / Decommission,207.78,173.16,45,47.4,-16.7,Good,0,Reduced,Integration complexity was underestimated.
OUT00002357,SYS0006887,2023-12-12,Exit / Decommission,21081.93,20576.51,45,44.7,-2.4,Strong,5,Negotiated,Business owner alignment delayed execution.
OUT00002358,SYS0007881,2022-04-15,Exit / Decommission,3733.21,4349.57,45,33.7,16.5,Mixed,0,Negotiated,Entitlement evidence improved negotiation position.
OUT00002359,SYS0004342,2022-02-02,Exit / Decommission,3397.29,4085.41,45,64.5,20.3,Strong,4,Reduced,Dependency blast radius drove final sequencing.
OUT00002360,SYS0002441,2023-01-17,Exit / Decommission,2895.72,2384.22,45,43.9,-17.7,Strong,0,Reduced,Vendor claim was partially valid.
OUT00002361,SYS0002294,2025-10-19,Hybrid Transformation,90287.33,85302.33,34,38.4,-5.5,Strong,7,Negotiated,Integration complexity was underestimated.
OUT00002362,SYS0006676,2022-07-28,Exit / Decommission,2793.6,3567.91,45,42.8,27.7,Good,4,Escalated,Integration complexity was underestimated.
OUT00002363,SYS0003078,2023-08-26,Exit / Decommission,986.55,1398.87,45,43.0,41.8,Good,1,Reduced,Vendor claim was partially valid.
OUT00002364,SYS0001928,2023-12-04,Extend Independent Support,403170.13,407432.49,22,19.6,1.1,Strong,8,Negotiated,Entitlement evidence improved negotiation position.
OUT00002365,SYS0002237,2022-02-19,Exit / Decommission,1358.71,1269.24,45,48.4,-6.6,Strong,3,Reduced,Dependency blast radius drove final sequencing.
OUT00002366,SYS0000055,2025-09-09,Exit / Decommission,879.71,957.72,45,43.1,8.9,Strong,4,Avoided,Compensating controls reduced upgrade urgency.
OUT00002367,SYS0010477,2023-10-09,Exit / Decommission,19637.11,25570.16,45,40.6,30.2,Strong,1,Reduced,Business owner alignment delayed execution.
OUT00002368,SYS0003404,2025-06-16,Exit / Decommission,3092.53,3099.4,45,47.4,0.2,Strong,2,Reduced,Compensating controls reduced upgrade urgency.
OUT00002369,SYS0011071,2023-09-30,Exit / Decommission,973.99,801.97,45,40.9,-17.7,Strong,3,Reduced,Entitlement evidence improved negotiation position.
OUT00002370,SYS0009175,2022-05-30,Exit / Decommission,6514.99,5027.37,45,49.1,-22.8,Good,0,Negotiated,Integration complexity was underestimated.
OUT00002371,SYS0010518,2023-05-11,Exit / Decommission,10338.84,9964.12,45,32.0,-3.6,Strong,3,Accepted,Dependency blast radius drove final sequencing.
OUT00002372,SYS0000328,2026-05-02,Exit / Decommission,8537.86,12436.84,45,44.8,45.7,Mixed,3,Negotiated,Compensating controls reduced upgrade urgency.
OUT00002373,SYS0006758,2025-02-26,Exit / Decommission,2815.86,3169.03,45,40.9,12.5,Strong,0,Reduced,Entitlement evidence improved negotiation position.
OUT00002374,SYS0000294,2023-05-09,Exit / Decommission,582.5,528.64,45,35.6,-9.2,Strong,3,Delayed,Compensating controls reduced upgrade urgency.
OUT00002375,SYS0000209,2022-06-12,Extend Independent Support,85991.08,110867.89,22,18.4,28.9,Good,0,Reduced,Compensating controls reduced upgrade urgency.
OUT00002376,SYS0000353,2024-05-26,Exit / Decommission,1214.18,1341.13,45,43.8,10.5,Strong,0,Negotiated,Integration complexity was underestimated.
OUT00002377,SYS0008102,2025-09-10,Exit / Decommission,2806.24,2427.45,45,35.5,-13.5,Strong,3,Avoided,Dependency blast radius drove final sequencing.
OUT00002378,SYS0009640,2023-04-09,Hybrid Transformation,158334.63,163451.09,34,37.3,3.2,Strong,6,Escalated,Integration complexity was underestimated.
OUT00002379,SYS0000003,2022-06-08,Exit / Decommission,8482.87,8905.51,45,49.5,5.0,Strong,3,Negotiated,Vendor claim was partially valid.
OUT00002380,SYS0011341,2026-01-26,Exit / Decommission,1224.66,1116.62,45,44.9,-8.8,Strong,0,Accepted,Dependency blast radius drove final sequencing.
OUT00002381,SYS0001165,2022-08-27,Exit / Decommission,1709.74,1661.57,45,39.9,-2.8,Strong,4,Avoided,Business owner alignment delayed execution.
OUT00002382,SYS0002584,2023-09-03,Exit / Decommission,5055.18,4251.49,45,53.0,-15.9,Strong,0,Delayed,Compensating controls reduced upgrade urgency.
OUT00002383,SYS0003972,2024-08-04,Exit / Decommission,569.57,721.05,45,50.3,26.6,Strong,0,Negotiated,Business owner alignment delayed execution.
OUT00002384,SYS0011027,2022-03-16,Exit / Decommission,2134.61,1880.99,45,48.4,-11.9,Strong,4,Accepted,Entitlement evidence improved negotiation position.
OUT00002385,SYS0008511,2025-12-03,Exit / Decommission,1250.63,1667.02,45,35.4,33.3,Good,0,Reduced,Integration complexity was underestimated.
OUT00002386,SYS0008256,2025-10-08,Exit / Decommission,561.05,578.16,45,46.0,3.0,Strong,4,Negotiated,Entitlement evidence improved negotiation position.
OUT00002387,SYS0001855,2023-09-19,Exit / Decommission,626.16,521.58,45,38.4,-16.7,Good,0,Accepted,Entitlement evidence improved negotiation position.
OUT00002388,SYS0006217,2023-06-09,Exit / Decommission,739.77,666.48,45,33.3,-9.9,Strong,3,Delayed,Integration complexity was underestimated.
OUT00002389,SYS0001976,2023-02-14,Exit / Decommission,1745.78,2151.61,45,37.1,23.2,Strong,7,Reduced,Entitlement evidence improved negotiation position.
OUT00002390,SYS0010002,2023-04-13,Exit / Decommission,283.44,511.65,45,44.2,80.5,Mixed,6,Escalated,Vendor claim was partially valid.
OUT00002391,SYS0002124,2022-01-02,Exit / Decommission,8735.21,8565.13,45,50.5,-1.9,Strong,10,Reduced,Integration complexity was underestimated.
OUT00002392,SYS0006062,2024-09-17,Exit / Decommission,614.47,580.08,45,46.9,-5.6,Strong,2,Negotiated,Vendor claim was partially valid.
OUT00002393,SYS0007155,2024-10-11,Exit / Decommission,5191.82,4278.81,45,44.7,-17.6,Strong,2,Negotiated,Dependency blast radius drove final sequencing.
OUT00002394,SYS0001992,2022-04-17,Exit / Decommission,29325.65,33681.95,45,40.7,14.9,Good,5,Accepted,Entitlement evidence improved negotiation position.
OUT00002395,SYS0005229,2026-01-01,Exit / Decommission,8736.49,9292.58,45,36.4,6.4,Strong,7,Reduced,Vendor claim was partially valid.
OUT00002396,SYS0010086,2022-04-02,Exit / Decommission,1656.66,1335.65,45,40.6,-19.4,Strong,0,Avoided,Dependency blast radius drove final sequencing.
OUT00002397,SYS0001450,2025-06-07,Exit / Decommission,227.37,247.43,45,33.6,8.8,Strong,0,Accepted,Entitlement evidence improved negotiation position.
OUT00002398,SYS0010318,2024-03-08,Exit / Decommission,1420.58,1516.21,45,32.2,6.7,Strong,4,Reduced,Entitlement evidence improved negotiation position.
OUT00002399,SYS0004197,2023-09-25,Exit / Decommission,2563.73,2318.63,45,47.8,-9.6,Strong,3,Negotiated,Dependency blast radius drove final sequencing.
OUT00002400,SYS0005780,2025-12-01,Exit / Decommission,866.84,930.32,45,44.0,7.3,Strong,0,Reduced,Dependency blast radius drove final sequencing.
OUT00002401,SYS0010687,2022-01-14,Exit / Decommission,2969.1,2598.91,45,42.4,-12.5,Good,6,Negotiated,Integration complexity was underestimated.
OUT00002402,SYS0002089,2025-05-06,Exit / Decommission,1699.78,1299.26,45,32.0,-23.6,Good,0,Delayed,Business owner alignment delayed execution.
OUT00002403,SYS0003282,2023-09-07,Exit / Decommission,3019.31,2170.96,45,50.1,-28.1,Good,0,Delayed,Business owner alignment delayed execution.
OUT00002404,SYS0008778,2022-03-31,Exit / Decommission,208.32,157.92,45,46.4,-24.2,Good,0,Reduced,Business owner alignment delayed execution.
OUT00002405,SYS0009007,2026-02-05,Exit / Decommission,3248.57,4099.6,45,42.9,26.2,Good,0,Delayed,Integration complexity was underestimated.
OUT00002406,SYS0004184,2024-11-20,Exit / Decommission,1715.98,1943.82,45,42.8,13.3,Good,6,Avoided,Dependency blast radius drove final sequencing.
OUT00002407,SYS0006678,2026-03-08,Exit / Decommission,932.6,1141.56,45,48.0,22.4,Strong,6,Negotiated,Compensating controls reduced upgrade urgency.
OUT00002408,SYS0003946,2022-11-12,Exit / Decommission,6749.33,6547.71,45,36.8,-3.0,Strong,2,Negotiated,Dependency blast radius drove final sequencing.
OUT00002409,SYS0005054,2023-05-27,Exit / Decommission,9951.63,10048.61,45,42.8,1.0,Strong,0,Delayed,Entitlement evidence improved negotiation position.
OUT00002410,SYS0006151,2025-02-10,Exit / Decommission,3450.43,4037.63,45,44.0,17.0,Strong,1,Accepted,Dependency blast radius drove final sequencing.
OUT00002411,SYS0008653,2024-12-22,Exit / Decommission,2328.99,2149.47,45,42.9,-7.7,Strong,7,Negotiated,Business owner alignment delayed execution.
OUT00002412,SYS0006374,2025-05-13,Exit / Decommission,611.75,586.01,45,33.2,-4.2,Strong,5,Reduced,Compensating controls reduced upgrade urgency.
OUT00002413,SYS0010283,2023-01-07,Exit / Decommission,26342.16,41948.98,45,51.2,59.2,Good,2,Negotiated,Entitlement evidence improved negotiation position.
OUT00002414,SYS0003090,2025-12-10,Exit / Decommission,14351.67,13411.43,45,53.7,-6.6,Strong,2,Reduced,Business owner alignment delayed execution.
OUT00002415,SYS0000982,2025-08-10,Exit / Decommission,5957.03,7453.41,45,38.6,25.1,Good,0,Negotiated,Vendor claim was partially valid.
OUT00002416,SYS0004135,2024-07-27,Exit / Decommission,2963.08,4261.9,45,46.8,43.8,Good,3,Avoided,Entitlement evidence improved negotiation position.
OUT00002417,SYS0004695,2024-02-22,Exit / Decommission,4077.07,3868.62,45,48.5,-5.1,Strong,3,Avoided,Integration complexity was underestimated.
OUT00002418,SYS0007132,2025-07-28,Exit / Decommission,1817.56,2954.15,45,38.5,62.5,Mixed,0,Delayed,Vendor claim was partially valid.
OUT00002419,SYS0002000,2022-12-07,Exit / Decommission,1925.13,1911.57,45,44.0,-0.7,Strong,4,Delayed,Vendor claim was partially valid.
OUT00002420,SYS0008391,2024-12-06,Exit / Decommission,1023.1,1166.43,45,31.4,14.0,Strong,3,Avoided,Dependency blast radius drove final sequencing.
OUT00002421,SYS0004222,2026-01-20,Exit / Decommission,1123.77,1394.86,45,42.7,24.1,Good,1,Reduced,Business owner alignment delayed execution.
OUT00002422,SYS0003971,2024-03-12,Exit / Decommission,3488.78,4072.49,45,45.6,16.7,Strong,0,Delayed,Business owner alignment delayed execution.
OUT00002423,SYS0001624,2025-01-25,Exit / Decommission,1920.85,2376.59,45,54.2,23.7,Strong,0,Delayed,Dependency blast radius drove final sequencing.
OUT00002424,SYS0008208,2025-09-03,Exit / Decommission,1302.8,1396.38,45,46.2,7.2,Strong,1,Escalated,Business owner alignment delayed execution.
OUT00002425,SYS0009129,2023-12-29,Exit / Decommission,2796.39,2546.14,45,57.8,-8.9,Strong,5,Negotiated,Dependency blast radius drove final sequencing.
OUT00002426,SYS0008401,2025-11-11,Exit / Decommission,155.41,184.76,45,41.2,18.9,Good,2,Reduced,Entitlement evidence improved negotiation position.
OUT00002427,SYS0000717,2025-11-18,Exit / Decommission,4531.83,5833.96,45,33.5,28.7,Good,2,Delayed,Dependency blast radius drove final sequencing.
OUT00002428,SYS0010491,2023-11-06,Exit / Decommission,2751.11,3221.69,45,36.1,17.1,Strong,0,Reduced,Compensating controls reduced upgrade urgency.
OUT00002429,SYS0004113,2024-07-12,Exit / Decommission,12902.65,13476.96,45,50.7,4.5,Strong,6,Negotiated,Vendor claim was partially valid.
OUT00002430,SYS0009546,2023-05-03,Exit / Decommission,3536.74,2645.17,45,49.5,-25.2,Strong,7,Reduced,Integration complexity was underestimated.
OUT00002431,SYS0011507,2025-04-03,Exit / Decommission,980.46,1643.94,45,44.0,67.7,Mixed,0,Reduced,Dependency blast radius drove final sequencing.
OUT00002432,SYS0007294,2022-02-18,Exit / Decommission,1043.43,897.56,45,49.9,-14.0,Strong,5,Reduced,Integration complexity was underestimated.
OUT00002433,SYS0003299,2024-02-13,Exit / Decommission,1087.48,1280.86,45,59.4,17.8,Strong,2,Negotiated,Dependency blast radius drove final sequencing.
OUT00002434,SYS0004947,2025-01-01,Exit / Decommission,1130.12,816.74,45,54.1,-27.7,Strong,0,Avoided,Dependency blast radius drove final sequencing.
OUT00002435,SYS0010742,2023-12-31,Exit / Decommission,3706.35,3854.85,45,51.0,4.0,Strong,1,Reduced,Integration complexity was underestimated.
OUT00002436,SYS0004342,2025-10-02,Exit / Decommission,3397.29,2958.44,45,33.2,-12.9,Strong,0,Accepted,Entitlement evidence improved negotiation position.
OUT00002437,SYS0003560,2024-12-21,Exit / Decommission,2608.35,2399.47,45,38.9,-8.0,Strong,7,Accepted,Integration complexity was underestimated.
OUT00002438,SYS0003013,2026-03-25,Exit / Decommission,10098.89,12330.19,45,49.2,22.1,Good,0,Negotiated,Vendor claim was partially valid.
OUT00002439,SYS0009382,2022-04-03,Exit / Decommission,5208.4,4596.29,45,56.7,-11.8,Strong,4,Negotiated,Compensating controls reduced upgrade urgency.
OUT00002440,SYS0009482,2025-06-02,Exit / Decommission,16600.86,17237.88,45,56.3,3.8,Strong,6,Negotiated,Entitlement evidence improved negotiation position.
OUT00002441,SYS0002375,2026-01-24,Exit / Decommission,2826.55,2333.05,45,54.7,-17.5,Strong,4,Escalated,Compensating controls reduced upgrade urgency.
OUT00002442,SYS0000806,2022-03-06,Exit / Decommission,6948.08,7172.21,45,56.1,3.2,Strong,5,Accepted,Entitlement evidence improved negotiation position.
OUT00002443,SYS0006561,2022-02-01,Exit / Decommission,6057.82,5271.96,45,51.4,-13.0,Strong,1,Negotiated,Vendor claim was partially valid.
OUT00002444,SYS0007940,2025-12-22,Exit / Decommission,1846.24,2643.41,45,57.7,43.2,Good,4,Delayed,Vendor claim was partially valid.
OUT00002445,SYS0005813,2023-03-26,Exit / Decommission,3286.33,3210.26,45,43.4,-2.3,Strong,1,Accepted,Vendor claim was partially valid.
OUT00002446,SYS0011788,2026-04-05,Exit / Decommission,4740.39,3639.44,45,35.9,-23.2,Good,4,Accepted,Vendor claim was partially valid.
