application_id,system_id,application_name,application_category,architecture_pattern,primary_language,deployment_model,user_count,transaction_volume_daily,revenue_dependency_eur,business_owner,technical_owner,release_frequency,documentation_quality
APP0000273,SYS0000922,RET-TIVOLI-00922 App,Workflow,Monolith,ABAP,Kubernetes,335,191387,15370925.58,Business Owner - Retail Banking,Retail Banking Platform Team,Quarterly,0.555
APP0000274,SYS0000931,INS-FILENET-00931 App,Batch,SOA,C#,VM,8586,7918,2475295.08,Business Owner - Insurance,Insurance Platform Team,Quarterly,0.454
APP0000275,SYS0000934,SEC-ECC-00934 App,API Service,3-tier,C#,VM,428,869,40212228.66,Business Owner - Security,Security Platform Team,Semi-Annual,0.485
APP0000276,SYS0000935,SEC-COGNOS-00935 App,Reporting,3-tier,Go,VM,223,3191,12975072.73,Business Owner - Security,Security Platform Team,Semi-Annual,0.687
APP0000277,SYS0000937,RIS-ECC-00937 App,Reporting,SOA,C#,Bare Metal,2242,34613,33022334.73,Business Owner - Risk,Risk Platform Team,Quarterly,0.772
APP0000278,SYS0000941,FIN-FILENET-00941 App,Risk Engine,SOA,Python,Managed PaaS,4872,369133,8291743.8,Business Owner - Finance,Finance Platform Team,Semi-Annual,0.375
APP0000279,SYS0000942,WEA-AI-NATIVE-00942 App,Risk Engine,Event-driven,JavaScript,Hybrid,4112,66842,1800016.53,Business Owner - Wealth,Wealth Platform Team,Ad-hoc,0.638
APP0000280,SYS0000946,SUP-CA-00946 App,Batch,Event-driven,Java,Kubernetes,498,9937,9497636.01,Business Owner - Supply Chain,Supply Chain Platform Team,Quarterly,0.905
APP0000281,SYS0000950,M&A-FILENET-00950 App,Batch,Monolith,Python,VM,657,11742,291226174.23,Business Owner - M&A Office,M&A Office Platform Team,Ad-hoc,0.422
APP0000282,SYS0000959,HR-BUSINESSOBJECTS-00959 App,Core Processing,Microservices,Java,VM,1009,76721,3386521.71,Business Owner - HR,HR Platform Team,Monthly,0.409
APP0000283,SYS0000968,COM-COGNOS-00968 App,Reporting,3-tier,ABAP,VM,8613,4279,18383946.18,Business Owner - Commercial Banking,Commercial Banking Platform Team,Monthly,0.327
APP0000284,SYS0000970,RET-ECC-00970 App,Workflow,SOA,PL/SQL,Kubernetes,9278,3847,26841673.64,Business Owner - Retail Banking,Retail Banking Platform Team,Quarterly,0.336
APP0000285,SYS0000973,COM-COGNOS-00973 App,Batch,3-tier,JavaScript,VM,7111,25211,10131497.64,Business Owner - Commercial Banking,Commercial Banking Platform Team,Quarterly,0.439
APP0000286,SYS0000976,DIG-BUSINESSOBJECTS-00976 App,Data Platform,Mainframe-linked,C#,Managed PaaS,615,9087,1362448.13,Business Owner - Digital Channels,Digital Channels Platform Team,Weekly,0.453
APP0000287,SYS0000978,M&A-BUSINESSOBJECTS-00978 App,Customer Portal,SOA,ABAP,Kubernetes,193,6348,2764155.14,Business Owner - M&A Office,M&A Office Platform Team,Quarterly,0.902
APP0000288,SYS0000990,LEG-BUSINESSOBJECTS-00990 App,Reporting,3-tier,C#,Hybrid,624,43737,19325625.29,Business Owner - Legal,Legal Platform Team,Ad-hoc,0.586
APP0000289,SYS0000991,CUS-CA-00991 App,Risk Engine,3-tier,PL/SQL,VM,704,2121,2193581.79,Business Owner - Customer Operations,Customer Operations Platform Team,Ad-hoc,0.841
APP0000290,SYS0000997,SUP-BUSINESSOBJECTS-00997 App,AI-Native,SOA,PL/SQL,Kubernetes,7671,13000,834245.07,Business Owner - Supply Chain,Supply Chain Platform Team,Quarterly,0.817
APP0000291,SYS0001001,FIN-COGNOS-01001 App,ERP Module,Batch,Mixed,Mainframe,450,116111,6334256.84,Business Owner - Finance,Finance Platform Team,Ad-hoc,0.766
APP0000292,SYS0001014,SEC-AI-NATIVE-01014 App,Core Processing,3-tier,Java,Kubernetes,520,31311,2050145.08,Business Owner - Security,Security Platform Team,Weekly,0.495
APP0000293,SYS0001016,SUP-TIVOLI-01016 App,Data Platform,Mainframe-linked,PL/SQL,Hybrid,1756,3053,2918974.45,Business Owner - Supply Chain,Supply Chain Platform Team,Semi-Annual,0.655
APP0000294,SYS0001021,INF-LEGACY-01021 App,API Service,Batch,COBOL,VM,3090,9168,10492386.04,Business Owner - Infrastructure,Infrastructure Platform Team,Weekly,0.585
APP0000295,SYS0001024,RIS-AI-NATIVE-01024 App,Core Processing,Event-driven,ABAP,VM,19732,42828,4793807.14,Business Owner - Risk,Risk Platform Team,Quarterly,0.583
APP0000296,SYS0001032,MAN-COGNOS-01032 App,Core Processing,Monolith,JavaScript,Kubernetes,11592,4667,60010650.61,Business Owner - Manufacturing,Manufacturing Platform Team,Weekly,0.512
APP0000297,SYS0001033,MAN-LEGACY-01033 App,Risk Engine,Event-driven,JavaScript,Mainframe,2632,3254,29387634.91,Business Owner - Manufacturing,Manufacturing Platform Team,Monthly,0.298
APP0000298,SYS0001034,LEG-LEGACY-01034 App,Batch,Monolith,C#,VM,56,4433,5029926.86,Business Owner - Legal,Legal Platform Team,Quarterly,0.593
APP0000299,SYS0001035,HR-LEGACY-01035 App,Workflow,Event-driven,COBOL,Bare Metal,1391,6255,42551432.63,Business Owner - HR,HR Platform Team,Ad-hoc,0.805
APP0000300,SYS0001043,HR-S4HANA-01043 App,Batch,Mainframe-linked,Mixed,VM,118,2488,14417717.91,Business Owner - HR,HR Platform Team,Quarterly,0.449
APP0000301,SYS0001047,LEG-AI-NATIVE-01047 App,Data Platform,Event-driven,Python,Bare Metal,400,5869,9738850.96,Business Owner - Legal,Legal Platform Team,Weekly,0.644
APP0000302,SYS0001049,M&A-AI-NATIVE-01049 App,Risk Engine,3-tier,C#,VM,6214,140877,12078223.68,Business Owner - M&A Office,M&A Office Platform Team,Quarterly,0.372
APP0000303,SYS0001050,INF-S4HANA-01050 App,Reporting,Microservices,Java,VM,384,840,682562.54,Business Owner - Infrastructure,Infrastructure Platform Team,Quarterly,0.893
APP0000304,SYS0001051,M&A-CA-01051 App,Batch,3-tier,Python,Bare Metal,286,8538,4326961.35,Business Owner - M&A Office,M&A Office Platform Team,Semi-Annual,0.378
APP0000305,SYS0001060,RIS-FILENET-01060 App,API Service,Batch,JavaScript,Hybrid,3453,143,3291907.45,Business Owner - Risk,Risk Platform Team,Ad-hoc,0.473
APP0000306,SYS0001063,INF-BUSINESSOBJECTS-01063 App,API Service,Microservices,ABAP,Bare Metal,663,4257,2174694.22,Business Owner - Infrastructure,Infrastructure Platform Team,Quarterly,0.72
APP0000307,SYS0001068,INS-ECC-01068 App,Data Platform,Batch,Java,Hybrid,1676,2775,9209277.03,Business Owner - Insurance,Insurance Platform Team,Quarterly,0.509
APP0000308,SYS0001075,DAT-ECC-01075 App,Workflow,SOA,Python,Bare Metal,4394,275594,32651317.74,Business Owner - Data & Analytics,Data & Analytics Platform Team,Weekly,0.619
APP0000309,SYS0001083,INS-AI-NATIVE-01083 App,ERP Module,3-tier,Java,Hybrid,590,17149,5268743.41,Business Owner - Insurance,Insurance Platform Team,Ad-hoc,0.482
APP0000310,SYS0001086,FIN-CA-01086 App,API Service,Batch,Java,Kubernetes,3929,15790,6862646.05,Business Owner - Finance,Finance Platform Team,Ad-hoc,0.625
APP0000311,SYS0001103,MAN-FILENET-01103 App,Customer Portal,SOA,COBOL,VM,769,1380,9524491.73,Business Owner - Manufacturing,Manufacturing Platform Team,Monthly,0.572
APP0000312,SYS0001105,SUP-CA-01105 App,Reporting,Microservices,PL/SQL,Kubernetes,5464,65720,13817350.33,Business Owner - Supply Chain,Supply Chain Platform Team,Semi-Annual,0.602
APP0000313,SYS0001109,LEG-COGNOS-01109 App,Data Platform,SOA,PL/SQL,Mainframe,234,27585,7755281.26,Business Owner - Legal,Legal Platform Team,Ad-hoc,0.537
APP0000314,SYS0001120,DAT-BUSINESSOBJECTS-01120 App,API Service,3-tier,ABAP,Kubernetes,81,39088,1645275.68,Business Owner - Data & Analytics,Data & Analytics Platform Team,Semi-Annual,0.602
APP0000315,SYS0001124,SUP-S4HANA-01124 App,ERP Module,SOA,Python,Managed PaaS,2440,221257,7906394.47,Business Owner - Supply Chain,Supply Chain Platform Team,Quarterly,0.79
APP0000316,SYS0001125,HR-COGNOS-01125 App,Risk Engine,Microservices,Mixed,VM,3056,2316,20200813.82,Business Owner - HR,HR Platform Team,Monthly,0.66
APP0000317,SYS0001128,CUS-TIVOLI-01128 App,Risk Engine,SOA,PL/SQL,VM,557,25890,11665319.1,Business Owner - Customer Operations,Customer Operations Platform Team,Weekly,0.592
APP0000318,SYS0001130,RET-ECC-01130 App,Workflow,SOA,Java,VM,687,215,24683920.24,Business Owner - Retail Banking,Retail Banking Platform Team,Quarterly,0.586
APP0000319,SYS0001132,FIN-LEGACY-01132 App,Reporting,Mainframe-linked,Python,Managed PaaS,2477,3713,57208133.05,Business Owner - Finance,Finance Platform Team,Quarterly,0.604
APP0000320,SYS0001133,SUP-FILENET-01133 App,Customer Portal,Event-driven,PL/SQL,Bare Metal,2689,11879,54159673.66,Business Owner - Supply Chain,Supply Chain Platform Team,Semi-Annual,0.335
APP0000321,SYS0001144,PAY-BUSINESSOBJECTS-01144 App,Data Platform,3-tier,ABAP,VM,39727,147027,2107787.33,Business Owner - Payments,Payments Platform Team,Monthly,0.587
APP0000322,SYS0001155,WEA-COGNOS-01155 App,Core Processing,Microservices,PL/SQL,Managed PaaS,877,74442,472057.6,Business Owner - Wealth,Wealth Platform Team,Semi-Annual,0.918
APP0000323,SYS0001161,DIG-S4HANA-01161 App,Data Platform,Microservices,Python,VM,376,10995,494729.03,Business Owner - Digital Channels,Digital Channels Platform Team,Monthly,0.71
APP0000324,SYS0001163,FIN-COGNOS-01163 App,Risk Engine,Mainframe-linked,ABAP,Hybrid,279,12949,2362283.89,Business Owner - Finance,Finance Platform Team,Ad-hoc,0.586
APP0000325,SYS0001165,SEC-TIVOLI-01165 App,API Service,SOA,PL/SQL,VM,22347,58145,5699674.37,Business Owner - Security,Security Platform Team,Ad-hoc,0.588
APP0000326,SYS0001167,SEC-FILENET-01167 App,AI-Native,3-tier,PL/SQL,Managed PaaS,3960,18087,5337942.53,Business Owner - Security,Security Platform Team,Semi-Annual,0.783
APP0000327,SYS0001169,HR-LEGACY-01169 App,Reporting,Monolith,Java,VM,1939,33799,3978846.11,Business Owner - HR,HR Platform Team,Quarterly,0.542
APP0000328,SYS0001170,RET-S4HANA-01170 App,ERP Module,Monolith,ABAP,Mainframe,2251,67436,5306353.6,Business Owner - Retail Banking,Retail Banking Platform Team,Semi-Annual,0.67
APP0000329,SYS0001172,CUS-TIVOLI-01172 App,Workflow,Mainframe-linked,COBOL,Bare Metal,2678,2109,4320397.15,Business Owner - Customer Operations,Customer Operations Platform Team,Semi-Annual,0.49
APP0000330,SYS0001176,SUP-LEGACY-01176 App,Data Platform,Monolith,Python,Bare Metal,1183,88276,10427163.09,Business Owner - Supply Chain,Supply Chain Platform Team,Ad-hoc,0.23
APP0000331,SYS0001190,LEG-ECC-01190 App,ERP Module,SOA,JavaScript,Hybrid,5148,39000,5752425.79,Business Owner - Legal,Legal Platform Team,Quarterly,0.426
APP0000332,SYS0001196,RET-LEGACY-01196 App,Workflow,Event-driven,Python,Kubernetes,767,1031,152942038.54,Business Owner - Retail Banking,Retail Banking Platform Team,Ad-hoc,0.567
APP0000333,SYS0001199,INS-TIVOLI-01199 App,ERP Module,Monolith,Java,VM,1267,254270,7792742.42,Business Owner - Insurance,Insurance Platform Team,Monthly,0.573
APP0000334,SYS0001200,CUS-TIVOLI-01200 App,Batch,SOA,Go,Kubernetes,237,23381,24357672.68,Business Owner - Customer Operations,Customer Operations Platform Team,Ad-hoc,0.701
APP0000335,SYS0001206,RET-ECC-01206 App,API Service,SOA,Java,Hybrid,58,3836,1113184.55,Business Owner - Retail Banking,Retail Banking Platform Team,Monthly,0.845
APP0000336,SYS0001211,INS-COGNOS-01211 App,API Service,Monolith,Mixed,Hybrid,3036,4721,30602262.57,Business Owner - Insurance,Insurance Platform Team,Ad-hoc,0.325
APP0000337,SYS0001220,MAN-TIVOLI-01220 App,Batch,SOA,Java,VM,222,18046,16149729.03,Business Owner - Manufacturing,Manufacturing Platform Team,Weekly,0.685
APP0000338,SYS0001221,INS-BUSINESSOBJECTS-01221 App,Risk Engine,Mainframe-linked,PL/SQL,VM,3034,167790,3985188.97,Business Owner - Insurance,Insurance Platform Team,Quarterly,0.423
APP0000339,SYS0001231,M&A-TIVOLI-01231 App,Core Processing,Event-driven,PL/SQL,VM,1830,19264,1765088.56,Business Owner - M&A Office,M&A Office Platform Team,Weekly,0.842
APP0000340,SYS0001237,COM-ECC-01237 App,Risk Engine,SOA,Java,VM,5372,6617,6367722.65,Business Owner - Commercial Banking,Commercial Banking Platform Team,Quarterly,0.474
APP0000341,SYS0001238,RET-ECC-01238 App,Core Processing,Monolith,Python,VM,1710,7367,29062246.88,Business Owner - Retail Banking,Retail Banking Platform Team,Ad-hoc,0.7
APP0000342,SYS0001240,RIS-ECC-01240 App,AI-Native,3-tier,Python,Kubernetes,180,13406,5974896.68,Business Owner - Risk,Risk Platform Team,Semi-Annual,0.53
APP0000343,SYS0001242,INS-BUSINESSOBJECTS-01242 App,ERP Module,Batch,Java,Hybrid,832,5204,1401844.45,Business Owner - Insurance,Insurance Platform Team,Quarterly,0.578
APP0000344,SYS0001258,RIS-BUSINESSOBJECTS-01258 App,AI-Native,Event-driven,PL/SQL,Hybrid,4839,8416,8974416.01,Business Owner - Risk,Risk Platform Team,Monthly,0.561
APP0000345,SYS0001260,COM-LEGACY-01260 App,API Service,3-tier,JavaScript,VM,1056,48693,3357426.83,Business Owner - Commercial Banking,Commercial Banking Platform Team,Semi-Annual,0.648
APP0000346,SYS0001261,FIN-FILENET-01261 App,Data Platform,SOA,Mixed,Kubernetes,287,47842,6971925.37,Business Owner - Finance,Finance Platform Team,Semi-Annual,0.581
APP0000347,SYS0001267,PAY-BUSINESSOBJECTS-01267 App,Core Processing,3-tier,Mixed,VM,2690,90900,466026.39,Business Owner - Payments,Payments Platform Team,Quarterly,0.474
APP0000348,SYS0001274,CUS-LEGACY-01274 App,Batch,3-tier,C#,Managed PaaS,177,4522,939272.85,Business Owner - Customer Operations,Customer Operations Platform Team,Weekly,0.745
APP0000349,SYS0001275,WEA-S4HANA-01275 App,AI-Native,3-tier,PL/SQL,Kubernetes,2482,8029,16786720.78,Business Owner - Wealth,Wealth Platform Team,Monthly,0.608
APP0000350,SYS0001278,PAY-LEGACY-01278 App,Customer Portal,Microservices,Mixed,Hybrid,620,26715,38061236.12,Business Owner - Payments,Payments Platform Team,Semi-Annual,0.724
APP0000351,SYS0001279,HR-AI-NATIVE-01279 App,API Service,Monolith,PL/SQL,Mainframe,1055,3731,60431150.96,Business Owner - HR,HR Platform Team,Monthly,0.807
APP0000352,SYS0001286,SUP-ECC-01286 App,Reporting,Monolith,Java,Kubernetes,414,2358,23732016.72,Business Owner - Supply Chain,Supply Chain Platform Team,Monthly,0.679
APP0000353,SYS0001305,INF-LEGACY-01305 App,Risk Engine,SOA,ABAP,Kubernetes,452,28183,1995542.95,Business Owner - Infrastructure,Infrastructure Platform Team,Monthly,0.522
APP0000354,SYS0001314,HR-AI-NATIVE-01314 App,ERP Module,Microservices,JavaScript,VM,9847,26446,10311879.77,Business Owner - HR,HR Platform Team,Semi-Annual,0.644
APP0000355,SYS0001315,M&A-COGNOS-01315 App,Batch,3-tier,Python,Hybrid,903,139334,2257351.09,Business Owner - M&A Office,M&A Office Platform Team,Ad-hoc,0.337
APP0000356,SYS0001317,CUS-ECC-01317 App,Core Processing,SOA,Java,VM,481,4475,16300325.28,Business Owner - Customer Operations,Customer Operations Platform Team,Monthly,0.318
APP0000357,SYS0001322,INF-AI-NATIVE-01322 App,Core Processing,SOA,Mixed,VM,734,5134,39546891.71,Business Owner - Infrastructure,Infrastructure Platform Team,Semi-Annual,0.726
APP0000358,SYS0001324,FIN-FILENET-01324 App,Risk Engine,3-tier,ABAP,Bare Metal,16,2557,2510158.62,Business Owner - Finance,Finance Platform Team,Quarterly,0.624
APP0000359,SYS0001325,RIS-ECC-01325 App,Risk Engine,Microservices,COBOL,Kubernetes,821,11267,1945664.83,Business Owner - Risk,Risk Platform Team,Quarterly,0.602
APP0000360,SYS0001326,RET-ECC-01326 App,Batch,SOA,Python,Bare Metal,2717,3357,21287769.67,Business Owner - Retail Banking,Retail Banking Platform Team,Quarterly,0.405
APP0000361,SYS0001334,SEC-TIVOLI-01334 App,Core Processing,3-tier,C#,Hybrid,1403,174926,62724187.93,Business Owner - Security,Security Platform Team,Ad-hoc,0.905
APP0000362,SYS0001336,DIG-ECC-01336 App,Core Processing,Monolith,JavaScript,VM,3349,17033,2199240.53,Business Owner - Digital Channels,Digital Channels Platform Team,Monthly,0.67
APP0000363,SYS0001337,HR-BUSINESSOBJECTS-01337 App,Customer Portal,3-tier,C#,Hybrid,3882,591,4409082.67,Business Owner - HR,HR Platform Team,Monthly,0.961
APP0000364,SYS0001339,HR-FILENET-01339 App,Batch,SOA,C#,Bare Metal,210,5822,2895706.27,Business Owner - HR,HR Platform Team,Quarterly,0.191
APP0000365,SYS0001347,SEC-CA-01347 App,API Service,SOA,Python,Mainframe,4987,5743,14319165.95,Business Owner - Security,Security Platform Team,Semi-Annual,0.751
APP0000366,SYS0001352,RET-S4HANA-01352 App,Data Platform,3-tier,ABAP,Bare Metal,8743,11657,5718851.5,Business Owner - Retail Banking,Retail Banking Platform Team,Semi-Annual,0.478
APP0000367,SYS0001353,MAN-FILENET-01353 App,Workflow,Microservices,ABAP,Bare Metal,661,1973,4413079.56,Business Owner - Manufacturing,Manufacturing Platform Team,Semi-Annual,0.718
APP0000368,SYS0001356,INS-AI-NATIVE-01356 App,Risk Engine,Microservices,Python,Managed PaaS,13858,69817,35498837.56,Business Owner - Insurance,Insurance Platform Team,Quarterly,0.765
APP0000369,SYS0001359,INS-COGNOS-01359 App,ERP Module,SOA,Python,VM,2496,41013,6600780.6,Business Owner - Insurance,Insurance Platform Team,Ad-hoc,0.473
APP0000370,SYS0001366,FIN-COGNOS-01366 App,Batch,SOA,C#,VM,3877,51607,18328569.74,Business Owner - Finance,Finance Platform Team,Monthly,0.889
APP0000371,SYS0001372,SUP-S4HANA-01372 App,AI-Native,AI-agentic workflow,JavaScript,VM,272,44521,14823126.28,Business Owner - Supply Chain,Supply Chain Platform Team,Quarterly,0.564
APP0000372,SYS0001380,COM-LEGACY-01380 App,API Service,Mainframe-linked,PL/SQL,VM,502,227,1775279.95,Business Owner - Commercial Banking,Commercial Banking Platform Team,Ad-hoc,0.361
APP0000373,SYS0001383,INF-BUSINESSOBJECTS-01383 App,Risk Engine,3-tier,Java,VM,628,15342,7064105.72,Business Owner - Infrastructure,Infrastructure Platform Team,Weekly,0.281
APP0000374,SYS0001386,COM-BUSINESSOBJECTS-01386 App,Reporting,Monolith,Go,Kubernetes,1387,7901,2454667.57,Business Owner - Commercial Banking,Commercial Banking Platform Team,Weekly,0.528
APP0000375,SYS0001387,INF-COGNOS-01387 App,AI-Native,SOA,Mixed,Kubernetes,93,1390,2250311.56,Business Owner - Infrastructure,Infrastructure Platform Team,Semi-Annual,0.61
APP0000376,SYS0001390,SUP-ECC-01390 App,ERP Module,AI-agentic workflow,Mixed,Hybrid,676,7629,13305163.25,Business Owner - Supply Chain,Supply Chain Platform Team,Monthly,0.783
APP0000377,SYS0001391,M&A-LEGACY-01391 App,Batch,Mainframe-linked,COBOL,Managed PaaS,2583,2350,11339996.72,Business Owner - M&A Office,M&A Office Platform Team,Semi-Annual,0.565
APP0000378,SYS0001398,DIG-TIVOLI-01398 App,Batch,Mainframe-linked,C#,Managed PaaS,2725,7422,59701562.59,Business Owner - Digital Channels,Digital Channels Platform Team,Quarterly,0.887
APP0000379,SYS0001399,MAN-LEGACY-01399 App,API Service,3-tier,Java,Managed PaaS,368,2223,7833165.03,Business Owner - Manufacturing,Manufacturing Platform Team,Ad-hoc,0.65
APP0000380,SYS0001400,SEC-CA-01400 App,ERP Module,Microservices,Python,VM,278,10676,3040703.75,Business Owner - Security,Security Platform Team,Ad-hoc,0.88
APP0000381,SYS0001414,COM-BUSINESSOBJECTS-01414 App,Reporting,Monolith,Java,Hybrid,2990,57562,2542140.14,Business Owner - Commercial Banking,Commercial Banking Platform Team,Ad-hoc,0.519
APP0000382,SYS0001419,WEA-TIVOLI-01419 App,Risk Engine,Microservices,C#,VM,3175,21356,2564305.01,Business Owner - Wealth,Wealth Platform Team,Ad-hoc,0.813
APP0000383,SYS0001422,LEG-LEGACY-01422 App,Data Platform,SOA,Python,Kubernetes,2163,669,9038243.18,Business Owner - Legal,Legal Platform Team,Monthly,0.347
APP0000384,SYS0001423,DIG-COGNOS-01423 App,Workflow,Mainframe-linked,COBOL,VM,1455,78476,18482370.25,Business Owner - Digital Channels,Digital Channels Platform Team,Weekly,0.52
APP0000385,SYS0001424,SEC-COGNOS-01424 App,ERP Module,SOA,ABAP,Hybrid,215,26593,28526646.27,Business Owner - Security,Security Platform Team,Semi-Annual,0.864
APP0000386,SYS0001425,DAT-ECC-01425 App,Customer Portal,3-tier,ABAP,Bare Metal,525,49742,28379869.63,Business Owner - Data & Analytics,Data & Analytics Platform Team,Semi-Annual,0.663
APP0000387,SYS0001426,SUP-COGNOS-01426 App,Risk Engine,Microservices,ABAP,VM,482,45046,13736333.26,Business Owner - Supply Chain,Supply Chain Platform Team,Monthly,0.388
APP0000388,SYS0001434,PAY-AI-NATIVE-01434 App,Core Processing,Microservices,Java,Kubernetes,9656,17257,4290530.25,Business Owner - Payments,Payments Platform Team,Quarterly,0.677
APP0000389,SYS0001439,HR-TIVOLI-01439 App,Core Processing,Microservices,JavaScript,VM,145,15557,9397011.18,Business Owner - HR,HR Platform Team,Semi-Annual,0.467
APP0000390,SYS0001440,DIG-ECC-01440 App,ERP Module,SOA,Java,Managed PaaS,311,2747,21288327.55,Business Owner - Digital Channels,Digital Channels Platform Team,Monthly,0.723
APP0000391,SYS0001442,LEG-ECC-01442 App,Data Platform,Monolith,Java,VM,7228,7430,7439935.95,Business Owner - Legal,Legal Platform Team,Quarterly,0.593
APP0000392,SYS0001445,CUS-AI-NATIVE-01445 App,Data Platform,3-tier,C#,Hybrid,6689,20133,1711901.94,Business Owner - Customer Operations,Customer Operations Platform Team,Monthly,0.484
APP0000393,SYS0001453,INF-ECC-01453 App,API Service,Monolith,Go,Kubernetes,1256,41582,6165274.69,Business Owner - Infrastructure,Infrastructure Platform Team,Monthly,0.364
APP0000394,SYS0001457,INS-ECC-01457 App,ERP Module,SOA,Java,VM,918,88391,18185691.63,Business Owner - Insurance,Insurance Platform Team,Semi-Annual,0.761
APP0000395,SYS0001459,SEC-ECC-01459 App,Reporting,Microservices,Java,Kubernetes,1333,6329,2388247.64,Business Owner - Security,Security Platform Team,Monthly,0.892
APP0000396,SYS0001460,INS-ECC-01460 App,Data Platform,Mainframe-linked,Go,Mainframe,3635,138,10482979.92,Business Owner - Insurance,Insurance Platform Team,Monthly,0.28
APP0000397,SYS0001465,INF-ECC-01465 App,API Service,Event-driven,Java,Hybrid,480,267151,3997335.79,Business Owner - Infrastructure,Infrastructure Platform Team,Semi-Annual,0.331
APP0000398,SYS0001470,HR-COGNOS-01470 App,Risk Engine,3-tier,Java,Kubernetes,245,64150,4652964.96,Business Owner - HR,HR Platform Team,Quarterly,0.829
APP0000399,SYS0001473,DIG-TIVOLI-01473 App,Data Platform,Monolith,PL/SQL,Managed PaaS,1088,101474,45956179.06,Business Owner - Digital Channels,Digital Channels Platform Team,Quarterly,0.351
APP0000400,SYS0001478,MAN-COGNOS-01478 App,AI-Native,3-tier,Java,Managed PaaS,723,23240,80452413.24,Business Owner - Manufacturing,Manufacturing Platform Team,Ad-hoc,0.561
APP0000401,SYS0001479,INS-S4HANA-01479 App,Workflow,Monolith,Java,Kubernetes,1131,24666,9923213.17,Business Owner - Insurance,Insurance Platform Team,Weekly,0.455
APP0000402,SYS0001481,WEA-CA-01481 App,Data Platform,3-tier,Java,VM,401,3429,11731271.26,Business Owner - Wealth,Wealth Platform Team,Quarterly,0.495
APP0000403,SYS0001484,INS-ECC-01484 App,Core Processing,Event-driven,C#,VM,12672,32981,2996117.71,Business Owner - Insurance,Insurance Platform Team,Semi-Annual,0.385
APP0000404,SYS0001489,LEG-COGNOS-01489 App,Data Platform,Monolith,Java,Managed PaaS,159,2443,30290539.93,Business Owner - Legal,Legal Platform Team,Monthly,0.522
APP0000405,SYS0001502,DAT-BUSINESSOBJECTS-01502 App,Core Processing,Batch,ABAP,Managed PaaS,3925,2289,9833216.65,Business Owner - Data & Analytics,Data & Analytics Platform Team,Semi-Annual,0.336
APP0000406,SYS0001504,FIN-COGNOS-01504 App,Core Processing,Microservices,JavaScript,VM,1993,2122,112710335.06,Business Owner - Finance,Finance Platform Team,Weekly,0.539
APP0000407,SYS0001505,CUS-ECC-01505 App,Batch,SOA,ABAP,Hybrid,1298,8650,1114624.07,Business Owner - Customer Operations,Customer Operations Platform Team,Semi-Annual,0.694
APP0000408,SYS0001506,FIN-ECC-01506 App,Customer Portal,Microservices,JavaScript,VM,242,250716,1468959.2,Business Owner - Finance,Finance Platform Team,Quarterly,0.939
APP0000409,SYS0001507,HR-FILENET-01507 App,ERP Module,SOA,Python,Managed PaaS,1090,208062,26813089.03,Business Owner - HR,HR Platform Team,Monthly,0.323
APP0000410,SYS0001512,SUP-S4HANA-01512 App,Risk Engine,Event-driven,Python,Hybrid,911,96018,10259985.05,Business Owner - Supply Chain,Supply Chain Platform Team,Monthly,0.62
APP0000411,SYS0001514,RIS-ECC-01514 App,ERP Module,SOA,C#,Bare Metal,6921,57219,7289301.44,Business Owner - Risk,Risk Platform Team,Semi-Annual,0.267
APP0000412,SYS0001515,INF-ECC-01515 App,Reporting,Mainframe-linked,C#,Hybrid,3908,11930,647460.32,Business Owner - Infrastructure,Infrastructure Platform Team,Weekly,0.754
APP0000413,SYS0001516,DAT-AI-NATIVE-01516 App,Risk Engine,3-tier,Go,VM,5735,3334,15218355.57,Business Owner - Data & Analytics,Data & Analytics Platform Team,Semi-Annual,0.644
APP0000414,SYS0001517,DIG-S4HANA-01517 App,API Service,Microservices,Java,VM,1355,8079,3022979.94,Business Owner - Digital Channels,Digital Channels Platform Team,Ad-hoc,0.687
APP0000415,SYS0001519,SUP-FILENET-01519 App,Core Processing,3-tier,Java,Mainframe,4515,3455,5666362.94,Business Owner - Supply Chain,Supply Chain Platform Team,Semi-Annual,0.272
APP0000416,SYS0001522,RET-ECC-01522 App,Workflow,Monolith,ABAP,Kubernetes,142,10605,4977586.28,Business Owner - Retail Banking,Retail Banking Platform Team,Ad-hoc,0.532
APP0000417,SYS0001527,LEG-COGNOS-01527 App,ERP Module,Microservices,Java,Kubernetes,3630,35482,48245266.9,Business Owner - Legal,Legal Platform Team,Ad-hoc,0.79
APP0000418,SYS0001530,INS-COGNOS-01530 App,ERP Module,3-tier,C#,Hybrid,157,4591,5441157.82,Business Owner - Insurance,Insurance Platform Team,Quarterly,0.345
APP0000419,SYS0001532,COM-LEGACY-01532 App,API Service,Monolith,Python,Kubernetes,1264,8082,1242519.97,Business Owner - Commercial Banking,Commercial Banking Platform Team,Semi-Annual,0.735
APP0000420,SYS0001533,DIG-LEGACY-01533 App,Customer Portal,3-tier,Java,Hybrid,8793,1430,20458108.57,Business Owner - Digital Channels,Digital Channels Platform Team,Monthly,0.494
APP0000421,SYS0001537,INF-FILENET-01537 App,AI-Native,Microservices,C#,Managed PaaS,61,67655,5598229.63,Business Owner - Infrastructure,Infrastructure Platform Team,Semi-Annual,0.556
