system_id,system_name,asset_type,business_service_id,business_service_name,business_unit,vendor,product,product_family,version,environment,hosting_model,region,owner_team,criticality,internet_exposed,data_sensitivity,lifecycle_stage,support_status,security_risk,technical_debt,regulatory_exposure,annual_run_cost_eur,install_date,last_change_date,cmdb_confidence,duplicate_group_id,source_system
SYS0002061,INS-NSX-02061,Platform,BS000182,Critical Identity Service 0182,Insurance,VMware,NSX,Network,3.1,Production,Mainframe,Global,Insurance Platform Team,Medium,False,Internal,Tolerate,Unsupported,Low,High,Medium,113410.08,2016-04-20,2024-12-10,0.804,,ServiceNow
SYS0002062,INF-NSX-02062,Platform,BS000482,Core Ledger Service 0482,Infrastructure,VMware,NSX,Network,3.2,Production,On-Prem,Global,Infrastructure Platform Team,Low,False,Confidential,Tolerate,Supported,Medium,Low,High,61659.43,2015-08-29,2026-04-12,0.794,,ServiceNow
SYS0002063,CUS-BUSINESSOBJECTS-02063,Application,BS000458,Regulated Portal Service 0458,Customer Operations,SAP,BusinessObjects,Analytics,4.3,Production,On-Prem,Global,Customer Operations Platform Team,High,False,Internal,Invest,Supported,Low,Medium,Medium,77901.83,2020-01-10,2026-01-29,0.705,,ServiceNow
SYS0002064,CUS-VCENTER-02064,Platform,BS000240,Regional Portal Service 0240,Customer Operations,VMware,vCenter,Virtualisation,8.0,Pre-Production,On-Prem,US,Customer Operations Platform Team,High,True,Internal,Strategic,Supported,Medium,High,Low,247364.18,2014-10-16,2025-05-27,0.554,,Excel Upload
SYS0002065,INF-WINDOWS-02065,Platform,BS000084,Critical Warehouse Service 0084,Infrastructure,Microsoft,Windows Server,Operating System,2019,Production,Hybrid,APAC,Infrastructure Platform Team,Low,False,Internal,Migrate,Extended Support,Medium,Low,Medium,86414.9,2013-07-02,2026-03-01,0.631,,BMC
SYS0002066,DIG-NSX-02066,Platform,BS000060,Critical Billing Service 0060,Digital Channels,VMware,NSX,Network,4.1,Development,Mainframe,EU,Digital Channels Platform Team,Medium,False,Confidential,Migrate,Supported,High,Low,High,56694.52,2016-03-25,2024-10-11,0.559,,EA Repository
SYS0002067,LEG-NSX-02067,Platform,BS000319,Regulated Policy Service 0319,Legal,VMware,NSX,Network,3.2,Development,Public Cloud,US,Legal Platform Team,Medium,False,Public,Retire,Unsupported,High,Low,Medium,76467.38,2020-01-25,2023-07-13,0.894,DUP000030,BMC
SYS0002068,INF-ORACLE-02068,Database,BS000232,Critical Workforce Service 0232,Infrastructure,Oracle,Oracle Database,Database,19c,Pre-Production,Hybrid,UK,Infrastructure Platform Team,Medium,False,Internal,Tolerate,Supported,High,Medium,Medium,81080.54,2011-08-05,2025-09-14,0.666,,EA Repository
SYS0002069,SEC-DB2-02069,Database,BS000025,Regulated Warehouse Service 0025,Security,IBM,Db2,Database,11.1,Production,Public Cloud,EU,Security Platform Team,High,False,Confidential,Tolerate,Vendor Announced EOL,High,Medium,Low,67329.2,2022-08-13,2023-05-23,0.669,,ServiceNow
SYS0002070,RIS-SQL-02070,Database,BS000498,Critical Claims Service 0498,Risk,Microsoft,SQL Server,Database,2016,Development,Private Cloud,APAC,Risk Platform Team,Medium,False,Confidential,Strategic,Supported,Low,High,Medium,102885.16,2009-01-24,2024-11-14,0.696,,BMC
SYS0002071,SEC-HANA-02071,Database,BS000690,Regulated Reporting Service 0690,Security,SAP,HANA,Database,1.0,Production,Hybrid,EU,Security Platform Team,Critical,False,Confidential,Invest,Unsupported,Medium,High,Low,344126.41,2008-12-18,2024-03-05,0.774,,Archer
SYS0002072,INS-ECC-02072,ERP Module,BS000705,Operational Billing Service 0705,Insurance,SAP,ECC,ERP,EHP7,Production,Private Cloud,LATAM,Insurance Platform Team,Medium,False,Internal,Strategic,Vendor Announced EOL,Medium,High,Medium,142178.17,2018-01-18,2023-05-15,0.854,DUP000162,Excel Upload
SYS0002073,CUS-WINDOWS-02073,Platform,BS000085,Customer Customer Service 0085,Customer Operations,Microsoft,Windows Server,Operating System,2022,Production,Private Cloud,Global,Customer Operations Platform Team,High,False,Restricted,Tolerate,Supported,Medium,High,Medium,19856.48,2011-11-30,2023-04-07,0.903,DUP000052,Archer
SYS0002074,CUS-RHEL-02074,Platform,BS000137,Customer Procurement Service 0137,Customer Operations,Red Hat,RHEL,Operating System,8,Production,Public Cloud,UK,Customer Operations Platform Team,Critical,False,Confidential,Strategic,Supported,Low,Medium,Medium,248718.38,2009-07-19,2025-11-04,0.713,,ServiceNow
SYS0002075,DIG-POSTGRESQL-02075,Database,BS000312,Customer Workforce Service 0312,Digital Channels,Open Source,PostgreSQL,Database,13,Pre-Production,Public Cloud,EU,Digital Channels Platform Team,High,False,Confidential,Retire,Vendor Announced EOL,Low,High,Low,170133.09,2013-04-28,2024-05-07,0.742,,EA Repository
SYS0002076,COM-VCENTER-02076,Platform,BS000659,Global Billing Service 0659,Commercial Banking,VMware,vCenter,Virtualisation,8.0,Production,On-Prem,APAC,Commercial Banking Platform Team,Critical,True,Restricted,Migrate,Supported,Medium,High,Critical,162721.92,2011-06-12,2023-11-20,0.811,,ServiceNow
SYS0002077,INS-VSPHERE-02077,Platform,BS000414,Regional Procurement Service 0414,Insurance,VMware,vSphere,Virtualisation,6.7,Development,Private Cloud,APAC,Insurance Platform Team,Medium,False,Internal,Migrate,Supported,Medium,Medium,High,42633.37,2009-03-28,2023-11-27,0.458,,SAM Tool
SYS0002078,INS-WINDOWS-02078,Platform,BS000329,Digital Payments Service 0329,Insurance,Microsoft,Windows Server,Operating System,2016,Pre-Production,On-Prem,APAC,Insurance Platform Team,High,False,Restricted,Migrate,Supported,High,Low,High,233891.0,2008-07-01,2026-02-09,0.831,,Archer
SYS0002079,SUP-ORACLE-02079,Database,BS000667,Customer Fulfilment Service 0667,Supply Chain,Oracle,Oracle Database,Database,12c,Production,On-Prem,APAC,Supply Chain Platform Team,Low,True,Confidential,Migrate,Vendor Announced EOL,Medium,Medium,Medium,21461.17,2009-06-20,2024-01-25,0.759,,EA Repository
SYS0002080,RET-WEBLOGIC-02080,Middleware,BS000478,Operational Settlement Service 0478,Retail Banking,Oracle,WebLogic,Middleware,12.2,Production,On-Prem,APAC,Retail Banking Platform Team,Medium,True,Internal,Strategic,Supported,Medium,Low,Medium,13785.97,2008-06-25,2024-01-16,0.765,,ServiceNow
SYS0002081,HR-BUSINESSOBJECTS-02081,Application,BS000710,Operational Reporting Service 0710,HR,SAP,BusinessObjects,Analytics,4.2,Test,Private Cloud,LATAM,HR Platform Team,Medium,False,Confidential,Tolerate,Supported,Low,Medium,Low,137471.94,2011-12-05,2023-11-05,0.66,,ServiceNow
SYS0002082,SUP-RHEL-02082,Platform,BS000622,Core Ledger Service 0622,Supply Chain,Red Hat,RHEL,Operating System,9,Production,On-Prem,EU,Supply Chain Platform Team,High,True,Internal,Tolerate,Vendor Announced EOL,High,Medium,Low,64730.27,2011-01-12,2023-10-24,0.852,,ServiceNow
SYS0002083,WEA-COGNOS-02083,Application,BS000719,Regulated Workforce Service 0719,Wealth,IBM,Cognos Analytics,Analytics,11.1,Production,On-Prem,Global,Wealth Platform Team,Critical,True,Confidential,Strategic,Supported,Medium,Medium,Medium,538576.95,2022-09-24,2025-05-25,0.102,,ServiceNow
SYS0002084,SEC-BUSINESSOBJECTS-02084,Application,BS000402,Digital Compliance Service 0402,Security,SAP,BusinessObjects,Analytics,4.2,Test,On-Prem,APAC,Security Platform Team,Medium,False,Confidential,Invest,Vendor Announced EOL,High,Medium,High,126242.04,2022-07-29,2024-10-28,0.866,,ServiceNow
SYS0002085,CUS-MQ-02085,Middleware,BS000270,Customer Workforce Service 0270,Customer Operations,IBM,MQ,Integration,9.1,Production,Hybrid,US,Customer Operations Platform Team,High,False,Internal,Strategic,Supported,High,High,Low,321250.1,2020-12-11,2025-01-27,0.694,,ServiceNow
SYS0002086,COM-CA-02086,Application,BS000045,Regulated Ledger Service 0045,Commercial Banking,Broadcom,CA Identity Manager,Identity,14.5,Production,Public Cloud,UK,Commercial Banking Platform Team,High,False,Confidential,Invest,Vendor Announced EOL,Medium,Medium,Medium,191887.46,2012-08-27,2023-07-23,0.649,DUP000193,ServiceNow
SYS0002087,FIN-SQL-02087,Database,BS000526,Digital Treasury Service 0526,Finance,Microsoft,SQL Server,Database,2022,Production,On-Prem,Global,Finance Platform Team,High,False,Internal,Migrate,Extended Support,Low,High,Low,258928.91,2017-01-07,2023-03-22,0.751,,Archer
SYS0002088,CUS-S4HANA-02088,ERP Module,BS000192,Critical Data Service 0192,Customer Operations,SAP,S/4HANA,ERP,2020,Pre-Production,Public Cloud,EU,Customer Operations Platform Team,Low,False,Internal,Strategic,Extended Support,Low,Low,Low,950794.77,2016-01-12,2023-09-22,0.819,,ServiceNow
SYS0002089,DIG-NSX-02089,Platform,BS000008,Operational Trading Service 0008,Digital Channels,VMware,NSX,Network,3.1,Production,Private Cloud,APAC,Digital Channels Platform Team,Medium,False,Confidential,Strategic,Extended Support,Medium,Medium,Medium,63561.46,2023-04-29,2023-10-24,0.807,,SAM Tool
SYS0002090,LEG-KUBERNETES-02090,Platform,BS000579,Shared Policy Service 0579,Legal,Open Source,Kubernetes,Container,1.21,Development,Private Cloud,EU,Legal Platform Team,Medium,False,Internal,Migrate,Supported,Medium,High,Low,27798.96,2019-08-15,2023-11-27,0.805,,ServiceNow
SYS0002091,INS-RHEL-02091,Platform,BS000306,Global Warehouse Service 0306,Insurance,Red Hat,RHEL,Operating System,8,Production,Hybrid,US,Insurance Platform Team,High,False,Confidential,Migrate,Unsupported,Medium,High,Medium,41791.48,2017-12-10,2025-05-14,0.888,,ServiceNow
SYS0002092,WEA-HANA-02092,Database,BS000399,Regional Billing Service 0399,Wealth,SAP,HANA,Database,2.0 SPS05,Production,Private Cloud,US,Wealth Platform Team,Medium,False,Internal,Migrate,Extended Support,Low,Low,High,96628.76,2016-08-26,2025-01-13,0.78,,EA Repository
SYS0002093,LEG-LEGACY-02093,Application,BS000565,Global Data Service 0565,Legal,Custom,Legacy Java Application,Custom,Java 6,Development,On-Prem,EU,Legal Platform Team,High,True,Confidential,Strategic,Unsupported,High,Low,Medium,146320.66,2022-07-13,2024-10-22,0.636,,BMC
SYS0002094,DIG-ECC-02094,ERP Module,BS000237,Customer Compliance Service 0237,Digital Channels,SAP,ECC,ERP,EHP7,Pre-Production,Hybrid,EU,Digital Channels Platform Team,Critical,False,Internal,Invest,Supported,High,High,High,254711.39,2015-08-29,2025-07-14,0.51,,BMC
SYS0002095,INF-RHEL-02095,Platform,BS000589,Digital Warehouse Service 0589,Infrastructure,Red Hat,RHEL,Operating System,8,DR,On-Prem,UK,Infrastructure Platform Team,Medium,False,Internal,Strategic,Vendor Announced EOL,Critical,Medium,Critical,66599.88,2008-03-09,2025-09-08,0.825,,ServiceNow
SYS0002096,SUP-COGNOS-02096,Application,BS000420,Digital Customer Service 0420,Supply Chain,IBM,Cognos Analytics,Analytics,12.0,Production,Hybrid,UK,Supply Chain Platform Team,High,False,Confidential,Tolerate,Unsupported,Medium,High,Medium,204274.6,2008-02-10,2024-10-07,0.233,,ServiceNow
SYS0002097,LEG-VSPHERE-02097,Platform,BS000409,Enterprise Ledger Service 0409,Legal,VMware,vSphere,Virtualisation,7.0,Production,Hybrid,EU,Legal Platform Team,Medium,False,Internal,Strategic,Unsupported,Low,Low,Low,111243.01,2023-09-24,2026-06-07,0.961,,ServiceNow
SYS0002098,RIS-VCENTER-02098,Platform,BS000194,Digital Payments Service 0194,Risk,VMware,vCenter,Virtualisation,7.0,Test,On-Prem,US,Risk Platform Team,High,False,Confidential,Tolerate,Supported,Critical,Medium,High,111294.36,2025-07-24,2025-08-04,0.7,,ServiceNow
SYS0002099,WEA-DB2-02099,Database,BS000568,Customer Trading Service 0568,Wealth,IBM,Db2,Database,11.5,Development,Hybrid,US,Wealth Platform Team,Medium,False,Restricted,Retire,Unsupported,High,Medium,Low,26807.49,2022-08-04,2025-10-03,0.822,,ServiceNow
SYS0002100,DAT-HANA-02100,Database,BS000174,Core Identity Service 0174,Data & Analytics,SAP,HANA,Database,1.0,Development,Hybrid,APAC,Data & Analytics Platform Team,Critical,False,Restricted,Invest,Supported,High,Medium,Medium,640505.95,2008-03-25,2025-01-02,0.828,,BMC
SYS0002101,DIG-COGNOS-02101,Application,BS000446,Global Ledger Service 0446,Digital Channels,IBM,Cognos Analytics,Analytics,11.1,Pre-Production,Hybrid,UK,Digital Channels Platform Team,High,False,Confidential,Strategic,Supported,Low,Low,Critical,139540.38,2013-06-11,2024-10-18,0.61,,BMC
SYS0002102,MAN-WEBLOGIC-02102,Middleware,BS000597,Regulated Billing Service 0597,Manufacturing,Oracle,WebLogic,Middleware,10.3,Development,On-Prem,US,Manufacturing Platform Team,High,True,Confidential,Migrate,Unsupported,Medium,High,Medium,377522.31,2024-12-25,2025-09-22,0.971,,Excel Upload
SYS0002103,INF-COGNOS-02103,Application,BS000084,Critical Warehouse Service 0084,Infrastructure,IBM,Cognos Analytics,Analytics,10.2,Production,On-Prem,US,Infrastructure Platform Team,Medium,True,Restricted,Tolerate,Supported,High,High,Medium,76011.36,2018-10-29,2026-01-05,0.377,,BMC
SYS0002104,MAN-MQ-02104,Middleware,BS000289,Digital Warehouse Service 0289,Manufacturing,IBM,MQ,Integration,9.1,Test,Private Cloud,APAC,Manufacturing Platform Team,Medium,True,Restricted,Tolerate,Supported,Medium,Medium,High,31825.07,2012-02-14,2026-06-12,0.865,,EA Repository
SYS0002105,MAN-LEGACY-02105,Application,BS000488,Operational Portal Service 0488,Manufacturing,Custom,Legacy Java Application,Custom,Java 11,Pre-Production,Private Cloud,Global,Manufacturing Platform Team,High,True,Confidential,Strategic,Unsupported,Critical,Medium,Medium,111057.71,2023-12-26,2025-07-30,0.847,,BMC
SYS0002106,INS-SQL-02106,Database,BS000198,Shared Customer Service 0198,Insurance,Microsoft,SQL Server,Database,2019,Production,On-Prem,Global,Insurance Platform Team,Critical,True,Internal,Tolerate,Extended Support,High,High,High,43342.15,2020-07-23,2024-05-30,0.742,DUP000346,BMC
SYS0002107,SUP-LEGACY-02107,Application,BS000021,Operational Compliance Service 0021,Supply Chain,Custom,Legacy Java Application,Custom,Java 17,Production,On-Prem,LATAM,Supply Chain Platform Team,Critical,True,Confidential,Tolerate,Supported,Medium,High,Low,109810.92,2010-01-01,2025-07-19,0.959,DUP000040,ServiceNow
SYS0002108,MAN-S4HANA-02108,ERP Module,BS000295,Core Compliance Service 0295,Manufacturing,SAP,S/4HANA,ERP,2021,Production,Private Cloud,APAC,Manufacturing Platform Team,High,False,Internal,Migrate,Extended Support,Medium,Medium,High,160745.96,2017-10-28,2026-06-03,0.303,,SAM Tool
SYS0002109,LEG-WEBSPHERE-02109,Middleware,BS000358,Operational Billing Service 0358,Legal,IBM,WebSphere Application Server,Middleware,Liberty 23,Production,On-Prem,EU,Legal Platform Team,High,True,Restricted,Migrate,Supported,Medium,High,Low,64556.89,2009-10-27,2024-02-05,0.509,,ServiceNow
SYS0002110,RET-ORACLE-02110,Database,BS000663,Digital Payments Service 0663,Retail Banking,Oracle,Oracle Database,Database,19c,Production,Private Cloud,EU,Retail Banking Platform Team,Low,False,Confidential,Migrate,Vendor Announced EOL,Low,High,Medium,50672.03,2010-06-27,2025-04-29,0.871,,Excel Upload
SYS0002111,INF-PIPO-02111,Middleware,BS000582,Core Settlement Service 0582,Infrastructure,SAP,PI/PO,Integration,7.5,Production,On-Prem,US,Infrastructure Platform Team,High,True,Confidential,Strategic,Supported,High,Low,Low,92620.4,2016-08-20,2026-01-05,0.308,,ServiceNow
SYS0002112,MAN-WEBSPHERE-02112,Middleware,BS000131,Shared Reporting Service 0131,Manufacturing,IBM,WebSphere Application Server,Middleware,Liberty 24,Test,Private Cloud,US,Manufacturing Platform Team,Medium,False,Internal,Strategic,Vendor Announced EOL,Medium,High,High,169600.95,2022-03-06,2023-10-04,0.089,,Excel Upload
SYS0002113,M&A-KAFKA-02113,Middleware,BS000200,Operational Workforce Service 0200,M&A Office,Open Source,Kafka,Integration,3.4,Production,Private Cloud,US,M&A Office Platform Team,High,False,Internal,Invest,Supported,Medium,Severe,High,10348.81,2008-11-15,2023-10-20,0.216,,ServiceNow
SYS0002114,MAN-ORACLE-02114,Database,BS000134,Shared Fulfilment Service 0134,Manufacturing,Oracle,Oracle Database,Database,12c,Production,On-Prem,APAC,Manufacturing Platform Team,Low,False,Internal,Invest,Extended Support,Medium,Medium,High,76836.03,2025-03-12,2024-08-05,0.949,,Excel Upload
SYS0002115,MAN-WINDOWS-02115,Platform,BS000656,Regulated Workforce Service 0656,Manufacturing,Microsoft,Windows Server,Operating System,2019,Test,On-Prem,US,Manufacturing Platform Team,Critical,False,Confidential,Migrate,Vendor Announced EOL,Critical,Medium,Medium,193231.55,2009-09-18,2025-12-22,0.67,,EA Repository
SYS0002116,DIG-S4HANA-02116,ERP Module,BS000255,Shared Customer Service 0255,Digital Channels,SAP,S/4HANA,ERP,2022,Production,Private Cloud,EU,Digital Channels Platform Team,Medium,False,Internal,Invest,Extended Support,Critical,Low,Low,64445.51,2019-11-24,2025-09-18,0.647,,BMC
SYS0002117,LEG-ORACLE-02117,Database,BS000642,Enterprise Ledger Service 0642,Legal,Oracle,Oracle Database,Database,21c,Production,On-Prem,Global,Legal Platform Team,Low,False,Confidential,Strategic,Extended Support,High,Medium,Critical,52452.51,2024-01-02,2023-04-22,0.414,,ServiceNow
SYS0002118,RIS-AIX-02118,Platform,BS000044,Global Compliance Service 0044,Risk,IBM,AIX,Operating System,7.1,DR,On-Prem,LATAM,Risk Platform Team,High,False,Internal,Invest,Extended Support,Low,High,Medium,249810.03,2015-08-07,2024-01-27,0.501,,BMC
SYS0002119,FIN-LEGACY-02119,Application,BS000403,Regional Pricing Service 0403,Finance,Custom,Legacy Java Application,Custom,Java 17,Test,Public Cloud,EU,Finance Platform Team,High,True,Internal,Migrate,Unsupported,Medium,Low,Medium,18744.63,2015-11-03,2024-04-01,0.781,,BMC
SYS0002120,HR-NSX-02120,Platform,BS000054,Global Portal Service 0054,HR,VMware,NSX,Network,4.1,Pre-Production,Public Cloud,US,HR Platform Team,High,False,Restricted,Migrate,Supported,Medium,High,Medium,262697.36,2016-07-04,2024-07-14,0.424,,SAM Tool
SYS0002121,FIN-MQ-02121,Middleware,BS000400,Core Data Service 0400,Finance,IBM,MQ,Integration,8.0,Pre-Production,On-Prem,Global,Finance Platform Team,High,True,Internal,Migrate,Extended Support,High,Medium,Medium,716327.78,2011-04-25,2025-02-24,0.903,DUP000194,Excel Upload
SYS0002122,DIG-WEBSPHERE-02122,Middleware,BS000008,Operational Trading Service 0008,Digital Channels,IBM,WebSphere Application Server,Middleware,9.0.5,Production,Hybrid,US,Digital Channels Platform Team,Medium,True,Public,Tolerate,Supported,Low,Severe,Low,32748.57,2012-08-18,2025-05-29,0.641,,ServiceNow
SYS0002123,MAN-WEBLOGIC-02123,Middleware,BS000113,Shared Compliance Service 0113,Manufacturing,Oracle,WebLogic,Middleware,10.3,Production,Hybrid,US,Manufacturing Platform Team,Low,False,Confidential,Strategic,Unsupported,Low,Medium,Medium,278603.34,2016-01-04,2024-09-16,0.663,DUP000438,ServiceNow
SYS0002124,SEC-MAINFRAME-02124,Middleware,BS000106,Regional Trading Service 0106,Security,Custom,Mainframe Integration Service,Integration,IMS,Production,Hybrid,Global,Security Platform Team,High,False,Internal,Migrate,Unsupported,Medium,Low,High,315150.5,2010-10-26,2026-03-24,0.065,,ServiceNow
SYS0002125,M&A-KUBERNETES-02125,Platform,BS000511,Critical Treasury Service 0511,M&A Office,Open Source,Kubernetes,Container,1.21,Production,Private Cloud,APAC,M&A Office Platform Team,Critical,False,Confidential,Migrate,Supported,Low,Low,Medium,51695.64,2021-07-15,2026-03-07,0.705,,Excel Upload
SYS0002126,INS-WINDOWS-02126,Platform,BS000462,Shared Treasury Service 0462,Insurance,Microsoft,Windows Server,Operating System,2016,DR,Private Cloud,US,Insurance Platform Team,High,False,Internal,Invest,Extended Support,Medium,High,Medium,138984.29,2016-07-16,2025-05-22,0.122,,Archer
SYS0002127,FIN-MAINFRAME-02127,Middleware,BS000403,Regional Pricing Service 0403,Finance,Custom,Mainframe Integration Service,Integration,COBOL-CICS,Development,Public Cloud,UK,Finance Platform Team,Low,True,Restricted,Strategic,Vendor Announced EOL,Medium,High,High,27562.15,2021-05-27,2026-05-21,0.915,,Archer
SYS0002128,PAY-WINDOWS-02128,Platform,BS000142,Shared Procurement Service 0142,Payments,Microsoft,Windows Server,Operating System,2012 R2,Pre-Production,Private Cloud,APAC,Payments Platform Team,High,False,Confidential,Strategic,Supported,Medium,Medium,Medium,143456.76,2010-02-19,2025-09-17,0.164,DUP000047,ServiceNow
SYS0002129,CUS-VCENTER-02129,Platform,BS000192,Critical Data Service 0192,Customer Operations,VMware,vCenter,Virtualisation,7.0,Test,Public Cloud,LATAM,Customer Operations Platform Team,Medium,False,Internal,Strategic,Supported,High,High,High,380333.29,2009-03-13,2024-07-19,0.83,,EA Repository
SYS0002130,INS-ORACLE-02130,Database,BS000273,Global Billing Service 0273,Insurance,Oracle,Oracle Database,Database,12c,Test,Private Cloud,EU,Insurance Platform Team,Critical,False,Restricted,Strategic,Vendor Announced EOL,High,High,Critical,537733.08,2022-01-05,2024-06-01,0.985,DUP000449,ServiceNow
SYS0002131,INS-DB2-02131,Database,BS000705,Operational Billing Service 0705,Insurance,IBM,Db2,Database,11.5,Production,On-Prem,US,Insurance Platform Team,Low,False,Confidential,Migrate,Vendor Announced EOL,Medium,High,High,44560.26,2013-12-29,2025-04-26,0.943,,BMC
SYS0002132,WEA-FILENET-02132,Application,BS000509,Regional Risk Service 0509,Wealth,IBM,FileNet,Content,5.2,Development,Hybrid,US,Wealth Platform Team,Low,False,Internal,Tolerate,Extended Support,Medium,Severe,Low,81061.69,2021-09-03,2025-03-03,0.833,,Excel Upload
SYS0002133,PAY-CA-02133,Application,BS000023,Regulated Workforce Service 0023,Payments,Broadcom,CA Identity Manager,Identity,12.6,Pre-Production,Private Cloud,EU,Payments Platform Team,Medium,True,Restricted,Tolerate,Supported,Medium,Medium,Low,29902.9,2014-11-13,2023-01-10,0.646,,ServiceNow
SYS0002134,PAY-FILENET-02134,Application,BS000023,Regulated Workforce Service 0023,Payments,IBM,FileNet,Content,5.5.8,Test,Public Cloud,LATAM,Payments Platform Team,High,True,Public,Tolerate,Vendor Announced EOL,High,Medium,Low,715229.14,2025-04-03,2025-04-26,0.634,,Archer
SYS0002135,PAY-LEGACY-02135,Application,BS000251,Core Treasury Service 0251,Payments,Custom,Legacy Java Application,Custom,Java 17,Production,On-Prem,LATAM,Payments Platform Team,High,False,Restricted,Tolerate,Supported,Medium,Medium,Low,121154.85,2014-10-26,2024-08-09,0.804,,ServiceNow
SYS0002136,INF-MAINFRAME-02136,Middleware,BS000151,Shared Treasury Service 0151,Infrastructure,Custom,Mainframe Integration Service,Integration,COBOL-CICS,Production,Private Cloud,EU,Infrastructure Platform Team,High,False,Internal,Invest,Supported,Low,High,Low,119826.46,2016-10-21,2023-06-18,0.864,,EA Repository
SYS0002137,FIN-VCENTER-02137,Platform,BS000294,Regional Settlement Service 0294,Finance,VMware,vCenter,Virtualisation,6.7,Production,Public Cloud,APAC,Finance Platform Team,Medium,False,Public,Tolerate,Supported,Medium,Severe,Critical,109529.98,2009-07-09,2023-09-17,0.854,,ServiceNow
SYS0002138,SUP-WINDOWS-02138,Platform,BS000718,Core Settlement Service 0718,Supply Chain,Microsoft,Windows Server,Operating System,2022,Production,Private Cloud,EU,Supply Chain Platform Team,High,False,Confidential,Migrate,Unsupported,Medium,Severe,Medium,83953.5,2008-04-28,2025-03-25,0.827,DUP000389,ServiceNow
SYS0002139,M&A-CA-02139,Application,BS000141,Customer Settlement Service 0141,M&A Office,Broadcom,CA Identity Manager,Identity,14.5,Pre-Production,On-Prem,EU,M&A Office Platform Team,Medium,False,Internal,Strategic,Supported,Medium,Severe,High,47912.14,2014-08-28,2024-12-30,0.834,,Excel Upload
SYS0002140,DAT-MQ-02140,Middleware,BS000430,Global Data Service 0430,Data & Analytics,IBM,MQ,Integration,9.1,DR,On-Prem,EU,Data & Analytics Platform Team,Low,False,Internal,Migrate,Extended Support,Medium,High,High,77058.14,2018-06-08,2023-08-15,0.893,,ServiceNow
SYS0002141,LEG-VSPHERE-02141,Platform,BS000348,Regulated Treasury Service 0348,Legal,VMware,vSphere,Virtualisation,8.0,Test,On-Prem,US,Legal Platform Team,High,False,Restricted,Tolerate,Supported,Low,High,Medium,119112.92,2025-12-24,2025-12-18,0.696,,ServiceNow
SYS0002142,SEC-AIX-02142,Platform,BS000476,Core Claims Service 0476,Security,IBM,AIX,Operating System,7.1,Production,Private Cloud,Global,Security Platform Team,Medium,False,Public,Retire,Supported,Medium,Medium,Medium,39759.9,2021-07-03,2023-08-07,0.829,,ServiceNow
SYS0002143,CUS-VSPHERE-02143,Platform,BS000394,Regional Payments Service 0394,Customer Operations,VMware,vSphere,Virtualisation,7.0,Production,Private Cloud,US,Customer Operations Platform Team,Medium,False,Internal,Invest,Extended Support,Medium,Low,Medium,211829.3,2014-11-18,2024-10-15,0.852,,EA Repository
SYS0002144,DIG-FILENET-02144,Application,BS000372,Enterprise Billing Service 0372,Digital Channels,IBM,FileNet,Content,5.5,Production,On-Prem,EU,Digital Channels Platform Team,Medium,False,Internal,Retire,Supported,Medium,High,Medium,12945.17,2011-01-06,2026-05-20,0.819,,EA Repository
SYS0002145,FIN-DB2-02145,Database,BS000199,Core Fulfilment Service 0199,Finance,IBM,Db2,Database,11.5,Production,On-Prem,EU,Finance Platform Team,High,False,Internal,Migrate,Unsupported,Medium,High,Medium,66529.52,2025-07-09,2025-11-07,0.77,,ServiceNow
SYS0002146,WEA-FILENET-02146,Application,BS000696,Critical Workforce Service 0696,Wealth,IBM,FileNet,Content,5.2,Production,Public Cloud,EU,Wealth Platform Team,Low,True,Internal,Tolerate,Vendor Announced EOL,Medium,Medium,High,114733.83,2022-02-27,2023-06-02,0.735,,ServiceNow
SYS0002147,CUS-AI-NATIVE-02147,Custom Application,BS000193,Customer Customer Service 0193,Customer Operations,Custom,AI-Native Application,Custom,v1,Production,On-Prem,EU,Customer Operations Platform Team,Medium,False,Internal,Tolerate,Supported,High,High,Low,65517.57,2024-06-17,2024-06-01,0.944,,BMC
SYS0002148,RET-DB2-02148,Database,BS000104,Global Ledger Service 0104,Retail Banking,IBM,Db2,Database,12.1,Production,Private Cloud,US,Retail Banking Platform Team,Medium,False,Internal,Strategic,Unsupported,Low,Medium,Medium,299707.17,2025-02-24,2023-08-08,0.816,,ServiceNow
SYS0002149,HR-VSPHERE-02149,Platform,BS000070,Critical Fulfilment Service 0070,HR,VMware,vSphere,Virtualisation,6.7,Production,Private Cloud,Global,HR Platform Team,High,False,Internal,Tolerate,Supported,Medium,High,High,419938.04,2014-09-14,2024-09-29,0.745,DUP000428,ServiceNow
SYS0002150,DIG-HANA-02150,Database,BS000049,Digital Trading Service 0049,Digital Channels,SAP,HANA,Database,1.0,Production,Private Cloud,Global,Digital Channels Platform Team,Medium,False,Confidential,Tolerate,Unsupported,Critical,Severe,Medium,270212.29,2019-05-09,2023-09-15,0.576,,Excel Upload
SYS0002151,DIG-VCENTER-02151,Platform,BS000255,Shared Customer Service 0255,Digital Channels,VMware,vCenter,Virtualisation,8.0,Development,On-Prem,EU,Digital Channels Platform Team,Medium,False,Internal,Tolerate,Extended Support,Medium,Medium,High,328362.74,2016-10-10,2026-06-22,0.195,,Excel Upload
