business_service_id,business_service_name,business_unit,service_tier,customer_facing,annual_revenue_supported_eur,rto_hours,rpo_hours,regulatory_scope,executive_owner
BS000219,Critical Reporting Service 0219,HR,Tier 3,False,3491726.69,72,24.0,HIPAA;NIS2;DORA,EVP HR
BS000220,Digital Identity Service 0220,Legal,Tier 2,False,20900547.67,24,8.0,SOX;DORA;PCI-DSS,EVP Legal
BS000221,Digital Data Service 0221,Insurance,Tier 2,True,2591832.23,24,8.0,GDPR;NIS2,EVP Insurance
BS000222,Operational Policy Service 0222,HR,Tier 2,False,13745910.03,24,8.0,GDPR;Operational Resilience;HIPAA,EVP HR
BS000223,Enterprise Claims Service 0223,Digital Channels,Tier 1,False,132661742.08,4,1.0,Operational Resilience,EVP Digital Channels
BS000224,Enterprise Settlement Service 0224,Payments,Tier 2,True,2189668.68,24,8.0,HIPAA;PCI-DSS;Operational Resilience,EVP Payments
BS000225,Digital Procurement Service 0225,Data & Analytics,Tier 3,False,4379974.78,72,24.0,PCI-DSS;HIPAA;GDPR,EVP Data & Analytics
BS000226,Digital Identity Service 0226,Finance,Tier 2,False,5750311.18,24,8.0,SOX;PCI-DSS;HIPAA,EVP Finance
BS000227,Operational Fulfilment Service 0227,Security,Tier 1,False,30042836.95,4,1.0,SOX;HIPAA,EVP Security
BS000228,Core Identity Service 0228,Manufacturing,Tier 2,False,11967575.82,24,8.0,SOX,EVP Manufacturing
BS000229,Customer Workforce Service 0229,Manufacturing,Tier 1,True,150103660.72,4,1.0,PCI-DSS;HIPAA;Operational Resilience,EVP Manufacturing
BS000230,Regional Risk Service 0230,Payments,Tier 0,False,178937319.22,1,0.25,NIS2;PCI-DSS,EVP Payments
BS000231,Global Claims Service 0231,HR,Tier 3,False,30854718.32,72,24.0,Operational Resilience,EVP HR
BS000232,Critical Workforce Service 0232,Infrastructure,Tier 2,False,21003367.62,24,8.0,Operational Resilience;NIS2,EVP Infrastructure
BS000233,Operational Customer Service 0233,Retail Banking,Tier 2,True,27578657.56,24,8.0,PCI-DSS;HIPAA,EVP Retail Banking
BS000234,Customer Trading Service 0234,Data & Analytics,Tier 2,True,6933112.53,24,8.0,HIPAA;Internal Audit;NIS2,EVP Data & Analytics
BS000235,Operational Policy Service 0235,Supply Chain,Tier 0,True,160803608.84,1,0.25,HIPAA;Internal Audit,EVP Supply Chain
BS000236,Core Portal Service 0236,Data & Analytics,Tier 1,False,9478512.81,4,1.0,NIS2;GDPR;PCI-DSS,EVP Data & Analytics
BS000237,Customer Compliance Service 0237,Digital Channels,Tier 2,True,44853612.67,24,8.0,Operational Resilience,EVP Digital Channels
BS000238,Digital Claims Service 0238,HR,Tier 2,True,65973041.36,24,8.0,Internal Audit;DORA;SOX,EVP HR
BS000239,Regulated Reporting Service 0239,Finance,Tier 3,False,22565913.25,72,24.0,GDPR,EVP Finance
BS000240,Regional Portal Service 0240,Customer Operations,Tier 2,False,14741329.47,24,8.0,GDPR;HIPAA;Operational Resilience,EVP Customer Operations
BS000241,Regulated Billing Service 0241,Insurance,Tier 2,True,27794282.7,24,8.0,HIPAA;DORA;PCI-DSS,EVP Insurance
BS000242,Operational Portal Service 0242,Manufacturing,Tier 3,False,768602.95,72,24.0,Operational Resilience,EVP Manufacturing
BS000243,Shared Reporting Service 0243,Commercial Banking,Tier 3,True,24952486.65,72,24.0,GDPR;SOX,EVP Commercial Banking
BS000244,Regional Compliance Service 0244,Digital Channels,Tier 3,False,15796684.0,72,24.0,GDPR;NIS2,EVP Digital Channels
BS000245,Regulated Treasury Service 0245,Customer Operations,Tier 3,False,16925113.38,72,24.0,Internal Audit,EVP Customer Operations
BS000246,Operational Claims Service 0246,Commercial Banking,Tier 3,False,38926498.19,72,24.0,NIS2,EVP Commercial Banking
BS000247,Digital Trading Service 0247,Data & Analytics,Tier 3,False,16481583.87,72,24.0,Internal Audit,EVP Data & Analytics
BS000248,Regulated Workforce Service 0248,HR,Tier 1,False,9189380.88,4,1.0,SOX;GDPR,EVP HR
BS000249,Shared Policy Service 0249,Security,Tier 3,False,15316742.39,72,24.0,NIS2,EVP Security
BS000250,Operational Customer Service 0250,Retail Banking,Tier 2,True,19274837.22,24,8.0,DORA;GDPR;Operational Resilience,EVP Retail Banking
BS000251,Core Treasury Service 0251,Payments,Tier 2,False,20306006.82,24,8.0,GDPR,EVP Payments
BS000252,Global Claims Service 0252,Supply Chain,Tier 2,False,21383096.91,24,8.0,HIPAA,EVP Supply Chain
BS000253,Core Procurement Service 0253,Payments,Tier 3,True,56137014.58,72,24.0,HIPAA,EVP Payments
BS000254,Global Fulfilment Service 0254,Finance,Tier 3,False,5418675.61,72,24.0,Operational Resilience;GDPR,EVP Finance
BS000255,Shared Customer Service 0255,Digital Channels,Tier 1,False,39077490.42,4,1.0,PCI-DSS;HIPAA,EVP Digital Channels
BS000256,Core Procurement Service 0256,Insurance,Tier 3,False,73951695.05,72,24.0,GDPR;HIPAA,EVP Insurance
BS000257,Global Treasury Service 0257,Digital Channels,Tier 3,True,2654926.03,72,24.0,Internal Audit;PCI-DSS,EVP Digital Channels
BS000258,Regional Procurement Service 0258,Commercial Banking,Tier 2,False,21804160.3,24,8.0,Internal Audit;PCI-DSS;DORA,EVP Commercial Banking
BS000259,Core Policy Service 0259,Insurance,Tier 1,False,16917688.89,4,1.0,HIPAA;GDPR,EVP Insurance
BS000260,Regional Payments Service 0260,Manufacturing,Tier 0,False,41657065.24,1,0.25,NIS2;GDPR,EVP Manufacturing
BS000261,Operational Compliance Service 0261,Security,Tier 3,True,6614083.16,72,24.0,Internal Audit;HIPAA;NIS2,EVP Security
BS000262,Regulated Billing Service 0262,Insurance,Tier 2,False,14849759.28,24,8.0,PCI-DSS;HIPAA;GDPR,EVP Insurance
BS000263,Operational Workforce Service 0263,Finance,Tier 3,False,135621866.23,72,24.0,DORA;NIS2;Internal Audit,EVP Finance
BS000264,Core Payments Service 0264,Legal,Tier 2,False,4453169.3,24,8.0,PCI-DSS,EVP Legal
BS000265,Shared Trading Service 0265,M&A Office,Tier 3,False,4942733.11,72,24.0,HIPAA,EVP M&A Office
BS000266,Core Compliance Service 0266,Manufacturing,Tier 2,False,4273193.39,24,8.0,PCI-DSS;SOX,EVP Manufacturing
BS000267,Operational Workforce Service 0267,HR,Tier 3,False,119659421.97,72,24.0,DORA;GDPR,EVP HR
BS000268,Regulated Treasury Service 0268,Finance,Tier 1,False,19369553.6,4,1.0,DORA,EVP Finance
BS000269,Regulated Billing Service 0269,Customer Operations,Tier 2,False,17396803.38,24,8.0,NIS2,EVP Customer Operations
BS000270,Customer Workforce Service 0270,Customer Operations,Tier 3,True,11489438.32,72,24.0,GDPR,EVP Customer Operations
BS000271,Operational Pricing Service 0271,Finance,Tier 3,False,6332051.5,72,24.0,GDPR;NIS2,EVP Finance
BS000272,Global Trading Service 0272,Retail Banking,Tier 3,False,13815950.12,72,24.0,NIS2,EVP Retail Banking
BS000273,Global Billing Service 0273,Insurance,Tier 0,True,935723827.5,1,0.25,PCI-DSS;Operational Resilience,EVP Insurance
BS000274,Enterprise Pricing Service 0274,M&A Office,Tier 2,False,82745319.86,24,8.0,Operational Resilience;GDPR,EVP M&A Office
BS000275,Customer Identity Service 0275,HR,Tier 0,False,24508519.98,1,0.25,SOX;HIPAA;NIS2,EVP HR
BS000276,Digital Workforce Service 0276,Supply Chain,Tier 1,True,65667729.19,4,1.0,DORA,EVP Supply Chain
BS000277,Regulated Treasury Service 0277,HR,Tier 2,False,7169345.68,24,8.0,Operational Resilience;GDPR;SOX,EVP HR
BS000278,Regional Ledger Service 0278,Security,Tier 2,False,2535738.81,24,8.0,GDPR,EVP Security
BS000279,Operational Customer Service 0279,Commercial Banking,Tier 3,False,54924057.12,72,24.0,HIPAA,EVP Commercial Banking
BS000280,Global Claims Service 0280,Commercial Banking,Tier 3,True,64109436.82,72,24.0,HIPAA;Operational Resilience;PCI-DSS,EVP Commercial Banking
BS000281,Enterprise Identity Service 0281,Wealth,Tier 3,False,56551228.03,72,24.0,PCI-DSS,EVP Wealth
BS000282,Shared Settlement Service 0282,Supply Chain,Tier 3,False,10672151.32,72,24.0,DORA;PCI-DSS,EVP Supply Chain
BS000283,Operational Data Service 0283,Digital Channels,Tier 0,True,52133049.92,1,0.25,GDPR;SOX,EVP Digital Channels
BS000284,Enterprise Ledger Service 0284,Supply Chain,Tier 1,True,73480364.14,4,1.0,GDPR,EVP Supply Chain
BS000285,Shared Data Service 0285,HR,Tier 2,False,27526112.05,24,8.0,Internal Audit;HIPAA;PCI-DSS,EVP HR
BS000286,Digital Billing Service 0286,Legal,Tier 3,False,11605605.61,72,24.0,Operational Resilience;PCI-DSS,EVP Legal
BS000287,Shared Identity Service 0287,Insurance,Tier 0,True,10551556.75,1,0.25,GDPR;SOX,EVP Insurance
BS000288,Enterprise Customer Service 0288,Manufacturing,Tier 2,True,20282372.43,24,8.0,SOX,EVP Manufacturing
BS000289,Digital Warehouse Service 0289,Manufacturing,Tier 2,True,58639002.4,24,8.0,PCI-DSS;Operational Resilience;DORA,EVP Manufacturing
BS000290,Enterprise Procurement Service 0290,Supply Chain,Tier 0,False,16775261.86,1,0.25,NIS2;GDPR,EVP Supply Chain
BS000291,Critical Identity Service 0291,Security,Tier 2,True,36130043.96,24,8.0,HIPAA;Operational Resilience;SOX,EVP Security
BS000292,Global Pricing Service 0292,Wealth,Tier 3,False,25769337.26,72,24.0,Internal Audit,EVP Wealth
BS000293,Core Risk Service 0293,M&A Office,Tier 2,False,40839613.59,24,8.0,SOX;HIPAA;GDPR,EVP M&A Office
BS000294,Regional Settlement Service 0294,Finance,Tier 1,False,84053134.85,4,1.0,DORA;NIS2,EVP Finance
BS000295,Core Compliance Service 0295,Manufacturing,Tier 3,False,8335951.58,72,24.0,PCI-DSS;GDPR,EVP Manufacturing
BS000296,Enterprise Customer Service 0296,Supply Chain,Tier 2,True,3021743.86,24,8.0,GDPR;SOX;HIPAA,EVP Supply Chain
BS000297,Operational Claims Service 0297,Infrastructure,Tier 3,False,9950451.87,72,24.0,NIS2,EVP Infrastructure
BS000298,Shared Procurement Service 0298,HR,Tier 1,False,85654019.77,4,1.0,NIS2;HIPAA,EVP HR
BS000299,Shared Policy Service 0299,Wealth,Tier 2,False,9858018.14,24,8.0,SOX;DORA;PCI-DSS,EVP Wealth
BS000300,Regulated Settlement Service 0300,Retail Banking,Tier 2,True,8339821.27,24,8.0,Operational Resilience;HIPAA;DORA,EVP Retail Banking
BS000301,Critical Warehouse Service 0301,Risk,Tier 1,False,4343978.92,4,1.0,Internal Audit,EVP Risk
BS000302,Digital Policy Service 0302,Infrastructure,Tier 3,True,123026742.7,72,24.0,GDPR;Internal Audit,EVP Infrastructure
BS000303,Regional Fulfilment Service 0303,Retail Banking,Tier 1,True,79882844.09,4,1.0,GDPR,EVP Retail Banking
BS000304,Regulated Compliance Service 0304,Legal,Tier 1,False,75125623.05,4,1.0,PCI-DSS,EVP Legal
BS000305,Regional Reporting Service 0305,Manufacturing,Tier 2,False,51882802.01,24,8.0,DORA;GDPR;Internal Audit,EVP Manufacturing
BS000306,Global Warehouse Service 0306,Insurance,Tier 2,True,33746227.72,24,8.0,DORA,EVP Insurance
BS000307,Enterprise Warehouse Service 0307,Finance,Tier 3,False,13677165.65,72,24.0,Internal Audit;DORA;PCI-DSS,EVP Finance
BS000308,Critical Treasury Service 0308,Manufacturing,Tier 3,False,14944583.52,72,24.0,DORA,EVP Manufacturing
BS000309,Enterprise Customer Service 0309,Finance,Tier 1,False,20124848.72,4,1.0,Internal Audit,EVP Finance
BS000310,Shared Ledger Service 0310,Commercial Banking,Tier 2,True,324635908.2,24,8.0,DORA,EVP Commercial Banking
BS000311,Global Workforce Service 0311,Digital Channels,Tier 1,False,59369423.71,4,1.0,GDPR;HIPAA;Operational Resilience,EVP Digital Channels
BS000312,Customer Workforce Service 0312,Digital Channels,Tier 2,False,10743586.34,24,8.0,Internal Audit;PCI-DSS,EVP Digital Channels
BS000313,Operational Ledger Service 0313,Insurance,Tier 3,True,29860480.79,72,24.0,Internal Audit,EVP Insurance
BS000314,Enterprise Reporting Service 0314,Wealth,Tier 2,True,5885746.8,24,8.0,DORA,EVP Wealth
BS000315,Digital Claims Service 0315,Wealth,Tier 2,False,93638987.74,24,8.0,Operational Resilience;DORA,EVP Wealth
BS000316,Core Compliance Service 0316,Digital Channels,Tier 2,True,8647873.36,24,8.0,Internal Audit;HIPAA;GDPR,EVP Digital Channels
BS000317,Critical Billing Service 0317,Data & Analytics,Tier 3,False,31052627.24,72,24.0,SOX;Operational Resilience;PCI-DSS,EVP Data & Analytics
BS000318,Regional Claims Service 0318,Data & Analytics,Tier 2,False,57804396.38,24,8.0,Operational Resilience;HIPAA;PCI-DSS,EVP Data & Analytics
BS000319,Regulated Policy Service 0319,Legal,Tier 1,False,49181695.2,4,1.0,SOX,EVP Legal
BS000320,Operational Settlement Service 0320,Security,Tier 2,False,19854018.56,24,8.0,NIS2;DORA;SOX,EVP Security
BS000321,Digital Billing Service 0321,Finance,Tier 1,False,32594983.63,4,1.0,Internal Audit;HIPAA;PCI-DSS,EVP Finance
BS000322,Customer Claims Service 0322,Commercial Banking,Tier 1,True,30271022.46,4,1.0,GDPR,EVP Commercial Banking
BS000323,Digital Billing Service 0323,Customer Operations,Tier 0,False,33211097.18,1,0.25,PCI-DSS;DORA,EVP Customer Operations
BS000324,Regional Ledger Service 0324,Legal,Tier 2,False,10914123.33,24,8.0,Operational Resilience;PCI-DSS,EVP Legal
BS000325,Regulated Identity Service 0325,M&A Office,Tier 2,True,91107383.84,24,8.0,NIS2;Internal Audit;PCI-DSS,EVP M&A Office
BS000326,Enterprise Identity Service 0326,Payments,Tier 2,True,15880614.41,24,8.0,SOX;HIPAA;NIS2,EVP Payments
BS000327,Regulated Customer Service 0327,Wealth,Tier 2,False,7539180.93,24,8.0,GDPR,EVP Wealth
BS000328,Digital Customer Service 0328,Retail Banking,Tier 3,True,10140751.27,72,24.0,SOX;Internal Audit,EVP Retail Banking
BS000329,Digital Payments Service 0329,Insurance,Tier 3,False,60033166.88,72,24.0,Operational Resilience;PCI-DSS,EVP Insurance
BS000330,Critical Claims Service 0330,Manufacturing,Tier 2,False,37624549.08,24,8.0,NIS2;Operational Resilience,EVP Manufacturing
BS000331,Regional Settlement Service 0331,Manufacturing,Tier 1,False,59658593.47,4,1.0,GDPR,EVP Manufacturing
BS000332,Regional Portal Service 0332,Risk,Tier 3,False,13480121.56,72,24.0,Internal Audit,EVP Risk
BS000333,Shared Treasury Service 0333,Finance,Tier 1,False,60520056.61,4,1.0,NIS2,EVP Finance
BS000334,Digital Compliance Service 0334,Infrastructure,Tier 2,False,8816034.84,24,8.0,PCI-DSS,EVP Infrastructure
BS000335,Core Workforce Service 0335,HR,Tier 3,True,13449124.45,72,24.0,PCI-DSS,EVP HR
BS000336,Operational Workforce Service 0336,Security,Tier 2,False,52001594.32,24,8.0,NIS2;DORA;PCI-DSS,EVP Security
BS000337,Regulated Customer Service 0337,M&A Office,Tier 3,False,46814589.17,72,24.0,SOX;Operational Resilience,EVP M&A Office
BS000338,Core Portal Service 0338,Finance,Tier 2,False,6076255.36,24,8.0,PCI-DSS,EVP Finance
BS000339,Core Portal Service 0339,Payments,Tier 2,False,6982523.22,24,8.0,PCI-DSS;SOX;DORA,EVP Payments
BS000340,Operational Fulfilment Service 0340,M&A Office,Tier 1,False,36301115.65,4,1.0,GDPR;Internal Audit,EVP M&A Office
BS000341,Enterprise Pricing Service 0341,Customer Operations,Tier 1,False,215082509.38,4,1.0,Operational Resilience;SOX,EVP Customer Operations
BS000342,Global Trading Service 0342,Wealth,Tier 2,False,2175737.66,24,8.0,Internal Audit;DORA,EVP Wealth
BS000343,Global Portal Service 0343,Customer Operations,Tier 1,False,43747844.38,4,1.0,GDPR;NIS2;PCI-DSS,EVP Customer Operations
BS000344,Operational Fulfilment Service 0344,Supply Chain,Tier 3,False,3938664.78,72,24.0,Internal Audit,EVP Supply Chain
BS000345,Operational Customer Service 0345,Legal,Tier 1,False,16030802.29,4,1.0,NIS2,EVP Legal
BS000346,Core Compliance Service 0346,Wealth,Tier 2,False,11984548.35,24,8.0,Operational Resilience;DORA;Internal Audit,EVP Wealth
BS000347,Enterprise Payments Service 0347,M&A Office,Tier 3,True,11267587.76,72,24.0,SOX,EVP M&A Office
BS000348,Regulated Treasury Service 0348,Legal,Tier 3,True,9947426.84,72,24.0,Operational Resilience;HIPAA,EVP Legal
BS000349,Enterprise Portal Service 0349,Payments,Tier 2,False,18036855.79,24,8.0,Internal Audit;DORA;PCI-DSS,EVP Payments
BS000350,Core Payments Service 0350,Insurance,Tier 2,True,9931468.17,24,8.0,Internal Audit,EVP Insurance
BS000351,Regional Data Service 0351,Manufacturing,Tier 3,False,3581516.52,72,24.0,Internal Audit,EVP Manufacturing
BS000352,Global Claims Service 0352,Retail Banking,Tier 2,True,42196868.66,24,8.0,SOX;DORA;Operational Resilience,EVP Retail Banking
BS000353,Critical Portal Service 0353,Finance,Tier 3,True,40962164.6,72,24.0,DORA;NIS2,EVP Finance
BS000354,Operational Portal Service 0354,HR,Tier 3,True,45239978.82,72,24.0,GDPR;NIS2;Operational Resilience,EVP HR
BS000355,Customer Reporting Service 0355,M&A Office,Tier 3,True,3286034.43,72,24.0,HIPAA;SOX,EVP M&A Office
BS000356,Shared Pricing Service 0356,M&A Office,Tier 1,False,44749759.7,4,1.0,SOX,EVP M&A Office
BS000357,Digital Payments Service 0357,Insurance,Tier 2,True,37639957.42,24,8.0,NIS2,EVP Insurance
BS000358,Operational Billing Service 0358,Legal,Tier 1,False,10360016.51,4,1.0,PCI-DSS;Operational Resilience,EVP Legal
BS000359,Regulated Trading Service 0359,Commercial Banking,Tier 2,False,18075908.24,24,8.0,NIS2;SOX;HIPAA,EVP Commercial Banking
BS000360,Customer Claims Service 0360,Data & Analytics,Tier 3,False,15746153.8,72,24.0,Internal Audit;NIS2,EVP Data & Analytics
BS000361,Critical Trading Service 0361,Infrastructure,Tier 2,True,135755458.3,24,8.0,HIPAA;DORA,EVP Infrastructure
BS000362,Enterprise Billing Service 0362,Legal,Tier 2,True,148626297.17,24,8.0,DORA;SOX;GDPR,EVP Legal
BS000363,Regulated Identity Service 0363,Payments,Tier 0,True,10038828.03,1,0.25,PCI-DSS,EVP Payments
BS000364,Customer Trading Service 0364,Legal,Tier 3,True,278052278.55,72,24.0,NIS2,EVP Legal
BS000365,Core Pricing Service 0365,Commercial Banking,Tier 1,True,11769692.72,4,1.0,GDPR,EVP Commercial Banking
BS000366,Global Billing Service 0366,Supply Chain,Tier 0,False,184194641.78,1,0.25,DORA,EVP Supply Chain
BS000367,Customer Pricing Service 0367,HR,Tier 1,False,93674301.3,4,1.0,Internal Audit;NIS2,EVP HR
BS000368,Regulated Trading Service 0368,Finance,Tier 1,False,10772718.34,4,1.0,Internal Audit,EVP Finance
BS000369,Operational Customer Service 0369,Retail Banking,Tier 2,True,30786738.07,24,8.0,Operational Resilience;Internal Audit,EVP Retail Banking
BS000370,Operational Workforce Service 0370,Security,Tier 2,True,15898143.21,24,8.0,HIPAA;GDPR,EVP Security
BS000371,Core Trading Service 0371,Finance,Tier 2,False,32925665.08,24,8.0,DORA;Internal Audit;NIS2,EVP Finance
BS000372,Enterprise Billing Service 0372,Digital Channels,Tier 0,True,80720449.39,1,0.25,HIPAA;DORA;SOX,EVP Digital Channels
BS000373,Digital Workforce Service 0373,Risk,Tier 1,False,120090970.22,4,1.0,NIS2,EVP Risk
BS000374,Core Ledger Service 0374,Risk,Tier 2,False,19441869.06,24,8.0,GDPR;HIPAA,EVP Risk
BS000375,Operational Identity Service 0375,Legal,Tier 1,False,26778909.82,4,1.0,NIS2;GDPR;HIPAA,EVP Legal
BS000376,Critical Risk Service 0376,Commercial Banking,Tier 2,True,59749456.73,24,8.0,DORA;NIS2,EVP Commercial Banking
BS000377,Shared Trading Service 0377,Data & Analytics,Tier 1,True,60990106.86,4,1.0,NIS2;GDPR;DORA,EVP Data & Analytics
BS000378,Enterprise Fulfilment Service 0378,Data & Analytics,Tier 2,False,40024196.18,24,8.0,GDPR,EVP Data & Analytics
BS000379,Regulated Billing Service 0379,Risk,Tier 2,False,8614476.5,24,8.0,Internal Audit;NIS2;Operational Resilience,EVP Risk
BS000380,Critical Treasury Service 0380,Wealth,Tier 2,False,5667229.55,24,8.0,SOX;GDPR,EVP Wealth
BS000381,Core Portal Service 0381,Retail Banking,Tier 0,False,33540647.21,1,0.25,Operational Resilience;NIS2,EVP Retail Banking
BS000382,Enterprise Treasury Service 0382,Legal,Tier 1,False,16270808.0,4,1.0,GDPR;DORA;HIPAA,EVP Legal
BS000383,Shared Fulfilment Service 0383,M&A Office,Tier 3,True,42491694.68,72,24.0,NIS2;Internal Audit;GDPR,EVP M&A Office
BS000384,Global Policy Service 0384,Wealth,Tier 0,False,183246980.98,1,0.25,PCI-DSS;Internal Audit;NIS2,EVP Wealth
BS000385,Regulated Workforce Service 0385,Retail Banking,Tier 2,False,15087191.27,24,8.0,SOX;Internal Audit;PCI-DSS,EVP Retail Banking
BS000386,Shared Ledger Service 0386,Insurance,Tier 2,False,86357906.41,24,8.0,NIS2;SOX,EVP Insurance
BS000387,Regional Fulfilment Service 0387,Commercial Banking,Tier 2,False,80624758.13,24,8.0,NIS2;SOX;PCI-DSS,EVP Commercial Banking
BS000388,Digital Risk Service 0388,Infrastructure,Tier 2,True,23388121.14,24,8.0,SOX,EVP Infrastructure
BS000389,Digital Billing Service 0389,Legal,Tier 3,False,7245702.2,72,24.0,GDPR;Operational Resilience,EVP Legal
BS000390,Global Compliance Service 0390,Insurance,Tier 3,True,101230870.66,72,24.0,GDPR;DORA,EVP Insurance
BS000391,Regulated Policy Service 0391,Data & Analytics,Tier 1,False,30119024.66,4,1.0,SOX;GDPR;Operational Resilience,EVP Data & Analytics
BS000392,Digital Risk Service 0392,Payments,Tier 2,True,20558431.69,24,8.0,SOX;HIPAA;Operational Resilience,EVP Payments
BS000393,Digital Warehouse Service 0393,Risk,Tier 1,True,22169347.22,4,1.0,GDPR;NIS2,EVP Risk
BS000394,Regional Payments Service 0394,Customer Operations,Tier 2,False,6724247.9,24,8.0,GDPR;DORA,EVP Customer Operations
BS000395,Digital Risk Service 0395,Data & Analytics,Tier 2,False,3557243.93,24,8.0,Operational Resilience;NIS2,EVP Data & Analytics
BS000396,Global Fulfilment Service 0396,Infrastructure,Tier 1,False,64614010.16,4,1.0,PCI-DSS,EVP Infrastructure
BS000397,Core Payments Service 0397,Retail Banking,Tier 2,True,7559070.88,24,8.0,SOX;HIPAA,EVP Retail Banking
BS000398,Shared Workforce Service 0398,Payments,Tier 3,False,517999249.77,72,24.0,Operational Resilience,EVP Payments
BS000399,Regional Billing Service 0399,Wealth,Tier 0,False,18964550.43,1,0.25,GDPR,EVP Wealth
BS000400,Core Data Service 0400,Finance,Tier 2,False,4487827.45,24,8.0,Internal Audit,EVP Finance
BS000401,Digital Policy Service 0401,M&A Office,Tier 2,False,31363413.21,24,8.0,SOX,EVP M&A Office
BS000402,Digital Compliance Service 0402,Security,Tier 1,True,173212806.47,4,1.0,HIPAA;SOX,EVP Security
BS000403,Regional Pricing Service 0403,Finance,Tier 0,False,67242200.44,1,0.25,PCI-DSS;NIS2;HIPAA,EVP Finance
BS000404,Regional Ledger Service 0404,M&A Office,Tier 1,True,60445538.48,4,1.0,DORA,EVP M&A Office
BS000405,Regional Customer Service 0405,Supply Chain,Tier 3,False,2355109.64,72,24.0,Operational Resilience,EVP Supply Chain
BS000406,Global Risk Service 0406,Supply Chain,Tier 0,True,29725037.68,1,0.25,NIS2;HIPAA,EVP Supply Chain
BS000407,Digital Warehouse Service 0407,HR,Tier 1,False,9887771.63,4,1.0,Operational Resilience;HIPAA;NIS2,EVP HR
BS000408,Enterprise Trading Service 0408,Insurance,Tier 0,True,7788918.16,1,0.25,Internal Audit;PCI-DSS,EVP Insurance
BS000409,Enterprise Ledger Service 0409,Legal,Tier 1,False,36633179.16,4,1.0,DORA;NIS2;Internal Audit,EVP Legal
BS000410,Operational Policy Service 0410,Retail Banking,Tier 2,True,1517977.81,24,8.0,PCI-DSS;SOX,EVP Retail Banking
BS000411,Operational Treasury Service 0411,Insurance,Tier 1,True,7522214.26,4,1.0,NIS2,EVP Insurance
BS000412,Operational Procurement Service 0412,Payments,Tier 2,False,9910316.34,24,8.0,Internal Audit;GDPR;NIS2,EVP Payments
BS000413,Digital Pricing Service 0413,Wealth,Tier 2,False,7171214.47,24,8.0,HIPAA,EVP Wealth
BS000414,Regional Procurement Service 0414,Insurance,Tier 3,False,27675257.82,72,24.0,GDPR,EVP Insurance
BS000415,Operational Compliance Service 0415,Retail Banking,Tier 0,True,87653419.32,1,0.25,SOX;Internal Audit,EVP Retail Banking
BS000416,Regulated Payments Service 0416,Digital Channels,Tier 3,True,47830717.69,72,24.0,PCI-DSS,EVP Digital Channels
BS000417,Customer Policy Service 0417,M&A Office,Tier 2,False,40940162.44,24,8.0,PCI-DSS,EVP M&A Office
BS000418,Shared Compliance Service 0418,Insurance,Tier 1,True,112975408.96,4,1.0,DORA,EVP Insurance
BS000419,Critical Compliance Service 0419,Finance,Tier 3,False,17856707.39,72,24.0,NIS2;SOX;DORA,EVP Finance
BS000420,Digital Customer Service 0420,Supply Chain,Tier 3,False,24985684.3,72,24.0,SOX;HIPAA,EVP Supply Chain
BS000421,Digital Identity Service 0421,Legal,Tier 1,False,56539594.42,4,1.0,NIS2,EVP Legal
BS000422,Critical Procurement Service 0422,Digital Channels,Tier 3,False,20911762.7,72,24.0,GDPR,EVP Digital Channels
BS000423,Operational Trading Service 0423,Security,Tier 2,False,11560287.13,24,8.0,PCI-DSS,EVP Security
BS000424,Digital Ledger Service 0424,Manufacturing,Tier 2,False,12413724.24,24,8.0,PCI-DSS,EVP Manufacturing
BS000425,Shared Pricing Service 0425,HR,Tier 3,False,7280322.81,72,24.0,PCI-DSS;Internal Audit,EVP HR
BS000426,Customer Billing Service 0426,Payments,Tier 2,True,28453408.35,24,8.0,GDPR;PCI-DSS,EVP Payments
BS000427,Enterprise Warehouse Service 0427,Infrastructure,Tier 3,False,16136321.91,72,24.0,Internal Audit;SOX,EVP Infrastructure
BS000428,Critical Payments Service 0428,Security,Tier 2,False,8627875.65,24,8.0,Internal Audit,EVP Security
BS000429,Shared Claims Service 0429,Retail Banking,Tier 3,True,8636696.33,72,24.0,HIPAA;Operational Resilience;DORA,EVP Retail Banking
BS000430,Global Data Service 0430,Data & Analytics,Tier 2,False,4725866.08,24,8.0,Operational Resilience;SOX,EVP Data & Analytics
BS000431,Global Customer Service 0431,Commercial Banking,Tier 1,True,94537972.8,4,1.0,GDPR,EVP Commercial Banking
BS000432,Shared Data Service 0432,Data & Analytics,Tier 2,True,19510814.05,24,8.0,HIPAA;Internal Audit,EVP Data & Analytics
BS000433,Enterprise Payments Service 0433,Infrastructure,Tier 2,False,6926879.48,24,8.0,SOX;GDPR,EVP Infrastructure
BS000434,Operational Compliance Service 0434,Insurance,Tier 1,False,78388609.63,4,1.0,GDPR,EVP Insurance
BS000435,Customer Warehouse Service 0435,HR,Tier 0,False,33810071.12,1,0.25,GDPR;SOX;Operational Resilience,EVP HR
BS000436,Enterprise Pricing Service 0436,Insurance,Tier 2,True,3808893.6,24,8.0,SOX;HIPAA,EVP Insurance
BS000437,Enterprise Policy Service 0437,Manufacturing,Tier 0,True,192596423.32,1,0.25,HIPAA;PCI-DSS,EVP Manufacturing
BS000438,Customer Customer Service 0438,Legal,Tier 1,False,17840469.04,4,1.0,GDPR;SOX,EVP Legal
